scheduled_interview_id,interviewer_id,scorecard_id,_fivetran_synced
124476269,648036,23976842,2021-03-09 14:08:11.132000
125253920,456411,24326337,2021-03-09 14:08:11.132000
125866647,660458,24321835,2021-03-09 14:08:10.850000
126364901,648036,,2021-03-09 14:08:11.132000
127450148,648036,,2021-03-09 14:08:11.380000
128641797,1017134,24968283,2021-03-09 14:08:11.379000
129686660,1017134,,2021-03-09 14:08:11.380000
130536956,1017134,25302746,2021-03-09 14:08:10.850000
130547544,561465,25258419,2021-03-09 14:08:11.380000
131088303,484346,25346305,2021-03-09 14:08:11.380000
133537888,484373,,2021-03-09 14:08:11.654000
133897267,767628,26076960,2021-03-09 14:08:11.655000
134537556,920751,26575862,2021-03-09 14:08:11.655000
134857285,767628,,2021-03-09 14:08:11.655000
135150081,552617,26286040,2021-03-09 14:08:11.655000
135460389,813722,26288832,2021-03-09 14:08:11.655000
136235636,648036,26735355,2021-03-09 14:08:11.654000
136621730,920751,26618608,2021-03-09 14:08:11.922000
136830242,767628,,2021-03-09 14:08:11.655000
137772955,647037,26999598,2021-03-09 14:08:11.922000
138686870,1017134,27207719,2021-03-09 14:08:11.923000
139661949,1017134,27560680,2021-03-09 14:08:11.922000
140427256,484345,27532784,2021-03-09 14:08:11.923000
141079050,484361,27477112,2021-03-09 14:08:11.924000
142793241,466247,27795857,2021-03-09 14:08:11.924000
144021633,474381,28023375,2021-03-09 14:08:12.215000
145007639,464840,,2021-03-09 14:08:11.924000
146606304,441896,,2021-03-09 14:08:12.216000
147731567,524691,28637264,2021-03-09 14:08:11.924000
149229911,441896,,2021-03-09 14:08:12.216000
151258657,452419,29382611,2021-03-09 14:08:12.217000
152645478,473239,29632327,2021-03-09 14:08:12.216000
153278681,484346,29843524,2021-03-09 14:08:12.217000
154713093,767626,29934529,2021-03-09 14:08:12.480000
155868378,524691,30464671,2021-03-09 14:08:12.217000
157278870,484345,31393253,2021-03-09 14:08:12.217000
158222755,1061223,30601822,2021-03-09 14:08:12.216000
159372339,867170,31063601,2021-03-09 14:08:12.480000
159855981,934333,31171356,2021-03-09 14:08:12.482000
160256252,767626,,2021-03-09 14:08:12.482000
161350819,1192075,31660652,2021-03-09 14:08:11.924000
162718318,452763,,2021-03-09 14:08:12.745000
163974588,474381,31833248,2021-03-09 14:08:11.924000
164396391,484331,31909511,2021-03-09 14:08:12.482000
165016867,648036,32209442,2021-03-09 14:08:12.746000
165436318,484360,32033245,2021-03-09 14:08:12.482000
165829787,1017139,32187538,2021-03-09 14:08:12.745000
166015847,1050843,,2021-03-09 14:08:12.996000
166209914,466247,32448403,2021-03-09 14:08:12.745000
166467672,552616,32291738,2021-03-09 14:08:12.746000
166731512,561465,32449763,2021-03-09 14:08:12.481000
167206459,1061223,33686075,2021-03-09 14:08:12.996000
167472470,1017134,32524561,2021-03-09 14:08:12.996000
168125956,1017138,,2021-03-09 14:08:13.245000
229923761,733990,43852556,2021-03-11 20:21:34.963000
231660681,1314103,43906033,2021-03-14 12:29:46.307000
227286461,1418808,,2021-03-16 18:33:07.541000
226307458,1258514,42917857,2021-03-16 18:33:07.539000
229878473,1421750,43508784,2021-03-18 18:31:45.387000
234234977,1314103,,2021-03-25 12:29:56.910000
232207758,767628,44017534,2021-03-29 12:32:28.645000
229286079,456411,,2021-03-29 18:30:35.436000
234233579,592580,,2021-03-30 12:33:47.678000
234008404,552624,44469547,2021-03-31 12:34:10.773000
234833255,648036,44706422,2021-04-08 18:28:15.169000
235457054,1192075,,2021-04-09 12:28:40.894000
227522844,1076814,43024696,2021-04-12 18:28:26.857000
232456221,1050843,44075495,2021-04-13 12:28:38.321000
230631357,1298511,44356360,2021-04-13 18:28:46.855000
222607024,552625,42667886,2021-04-14 18:28:28.709000
234234388,592580,,2021-04-16 12:28:01.124000
226820017,1421750,,2021-04-16 18:28:18.008000
234012225,1314103,,2021-04-19 12:28:36.970000
235057838,1548499,44747080,2021-04-21 18:28:48.162000
239749810,441896,45783831,2021-04-28 12:28:26.882000
236383549,1314103,44995536,2021-04-28 18:27:57.030000
238925494,1050843,,2021-04-29 12:28:13.089000
237910114,1533860,,2021-05-04 12:28:15.852000
181211450,466247,35296361,2021-05-10 12:30:33.643000
241000872,767628,45941555,2021-05-10 12:30:33.646000
223456936,1145868,42242476,2021-05-10 18:32:28.770000
230238406,484360,,2021-05-10 18:32:28.771000
180731914,1267286,,2021-05-10 18:32:28.769000
178968295,1192075,34945247,2021-05-10 18:32:28.769000
221025933,1050843,41870243,2021-05-10 18:32:28.770000
231169904,1258522,43904262,2021-05-10 18:32:28.774000
192381096,524691,,2021-05-10 18:32:28.770000
229627333,1418808,43565544,2021-05-10 18:32:28.773000
227252300,1527180,,2021-05-12 12:30:56.448000
226530976,1421750,42820277,2021-05-13 12:28:35.740000
238116702,1548499,45395136,2021-05-17 18:29:35.049000
226566651,1298510,42921760,2021-05-18 18:30:41.357000
242761509,1418808,46563637,2021-05-19 18:29:29.825000
242256746,647034,46279250,2021-05-20 12:29:52.133000
241058235,1548499,46491331,2021-05-24 12:56:39.674000
243177166,484360,46723833,2021-05-25 12:56:06.970000
243723996,1418808,46674172,2021-05-26 12:57:16.932000
235045161,648036,,2021-05-31 18:56:52.932000
240419345,1017134,46946754,2021-06-01 12:55:36.072000
243514759,473161,46665551,2021-06-03 12:55:44.241000
168901342,1267287,,2021-03-09 14:08:13.245000
171405212,471194,,2021-03-09 14:08:13.245000
172411400,471194,,2021-03-09 14:08:13.246000
173162256,552616,33639650,2021-03-09 14:08:13.246000
173853561,484374,,2021-03-09 14:08:13.246000
174228881,1267286,33728800,2021-03-09 14:08:13.246000
174924933,637602,33855276,2021-03-09 14:08:13.513000
175336562,1134226,33987722,2021-03-09 14:08:12.996000
175860588,1071953,34138672,2021-03-09 14:08:13.245000
176296374,484345,34372036,2021-03-09 14:08:13.513000
177114154,1017134,,2021-03-09 14:08:13.513000
177151241,963579,34408387,2021-03-09 14:08:13.514000
177539487,1017133,,2021-03-09 14:08:13.246000
177842149,484345,34447955,2021-03-09 14:08:13.513000
178280947,1061223,,2021-03-09 14:08:13.515000
178323543,466247,34538870,2021-03-09 14:08:13.513000
179220342,1017134,,2021-03-09 14:08:13.764000
180078629,452763,34896701,2021-03-09 14:08:13.515000
180086091,1071953,35044501,2021-03-09 14:08:13.514000
181026329,1134197,,2021-03-09 14:08:13.764000
45649724,468419,8778245,2021-03-09 14:08:09.471000
48237387,466247,,2021-03-09 14:08:09.471000
49634035,456411,9598512,2021-03-09 14:08:09.473000
50084138,468419,9597554,2021-03-09 14:08:09.473000
199670813,1418808,37995432,2021-03-09 14:08:13.764000
52243063,473239,,2021-03-09 14:08:09.471000
52857147,484361,,2021-03-09 14:08:09.473000
55371137,484361,10830028,2021-03-09 14:08:09.473000
56785673,484346,,2021-03-09 14:08:09.473000
58137551,473239,,2021-03-09 14:08:09.473000
60142647,464840,,2021-03-09 14:08:09.473000
61366134,484332,,2021-03-09 14:08:09.734000
62786714,473239,,2021-03-09 14:08:09.734000
63918127,534242,12207385,2021-03-09 14:08:09.735000
64975651,473239,,2021-03-09 14:08:09.735000
65752951,647035,12576490,2021-03-09 14:08:09.735000
68007853,484352,12940422,2021-03-09 14:08:09.735000
68541532,466247,13002773,2021-03-09 14:08:09.735000
68961997,471205,13093925,2021-03-09 14:08:09.736000
70553353,689110,13403216,2021-03-09 14:08:09.735000
71499395,452419,,2021-03-09 14:08:09.736000
72636447,441896,,2021-03-09 14:08:10.008000
221941355,836218,41926792,2021-03-09 14:08:13.765000
221950390,1192075,,2021-03-09 14:08:14.030000
222473463,1061223,42819141,2021-03-09 14:08:14.030000
222622363,1314107,,2021-03-09 14:08:14.030000
224182169,637602,42449179,2021-03-09 14:08:14.030000
224712347,592580,,2021-03-09 14:08:14.030000
225009863,1298406,42611885,2021-03-09 14:08:14.030000
77497129,484342,14818686,2021-03-09 14:08:10.009000
226821592,1061223,43117196,2021-03-09 14:08:14.030000
79088351,441896,,2021-03-09 14:08:10.009000
227295239,1528859,43287164,2021-03-09 14:08:14.031000
227759665,456411,43175704,2021-03-09 14:08:14.030000
80098907,452763,15270575,2021-03-09 14:08:10.009000
228325657,1258522,,2021-03-09 14:08:14.263000
83158475,648036,15802617,2021-03-09 14:08:10.009000
84994191,484363,16221940,2021-03-09 14:08:09.473000
86599725,552617,16618637,2021-03-09 14:08:10.008000
87724131,473239,,2021-03-09 14:08:10.302000
89446286,484373,17244772,2021-03-09 14:08:10.303000
90264953,473161,17338820,2021-03-09 14:08:10.303000
91193549,813722,17687173,2021-03-09 14:08:10.303000
91703411,441896,,2021-03-09 14:08:10.303000
93283687,689110,17845006,2021-03-09 14:08:10.303000
96463857,648036,,2021-03-09 14:08:10.304000
98170415,592582,18948039,2021-03-09 14:08:10.304000
100351201,441896,19528242,2021-03-09 14:08:10.304000
101446916,484361,19525721,2021-03-09 14:08:10.592000
103594076,441896,19955564,2021-03-09 14:08:10.593000
106089534,648036,20337914,2021-03-09 14:08:10.593000
107997921,452763,,2021-03-09 14:08:10.593000
109841834,471194,21336556,2021-03-09 14:08:10.593000
110562063,456411,21334581,2021-03-09 14:08:10.849000
111618298,767628,21557864,2021-03-09 14:08:10.593000
112679219,944069,21635452,2021-03-09 14:08:10.849000
114474602,473161,22237370,2021-03-09 14:08:10.849000
115932067,466247,22923203,2021-03-09 14:08:10.849000
116539506,767628,22656986,2021-03-09 14:08:10.849000
118809462,471194,23053670,2021-03-09 14:08:10.850000
119790425,471194,23039926,2021-03-09 14:08:11.131000
120586473,456411,23175754,2021-03-09 14:08:11.131000
121807905,452419,,2021-03-09 14:08:10.850000
122267697,648036,,2021-03-09 14:08:11.131000
123817374,934349,23892294,2021-03-09 14:08:11.131000
124478557,648036,23983018,2021-03-09 14:08:11.132000
125278084,934349,24188258,2021-03-09 14:08:11.132000
125870066,484353,,2021-03-09 14:08:11.379000
126590005,484373,24614437,2021-03-09 14:08:11.132000
127795494,484353,24966758,2021-03-09 14:08:11.379000
128651281,1017134,24968281,2021-03-09 14:08:11.380000
129733022,1017134,25174205,2021-03-09 14:08:11.380000
130547270,1017131,25261159,2021-03-09 14:08:11.380000
130547562,452763,,2021-03-09 14:08:11.380000
131098070,464840,25347943,2021-03-09 14:08:11.381000
133554604,1017134,25920148,2021-03-09 14:08:11.654000
133897520,484360,26041337,2021-03-09 14:08:11.655000
134537558,920751,26085897,2021-03-09 14:08:11.654000
134857286,473239,26372019,2021-03-09 14:08:11.655000
135264944,484360,26242305,2021-03-09 14:08:11.655000
135485324,944069,26285828,2021-03-09 14:08:11.655000
136235637,934349,26734346,2021-03-09 14:08:11.654000
136622869,592582,,2021-03-09 14:08:11.922000
136943311,767628,26620861,2021-03-09 14:08:11.655000
137773420,484346,26736232,2021-03-09 14:08:11.654000
138839274,484366,27010962,2021-03-09 14:08:11.922000
139661950,648036,27556566,2021-03-09 14:08:11.922000
140427257,1057501,27518656,2021-03-09 14:08:11.923000
141234450,1091400,27366145,2021-03-09 14:08:11.923000
142793242,484361,27796085,2021-03-09 14:08:11.924000
144793937,484361,28224822,2021-03-09 14:08:11.924000
145555190,647034,28271154,2021-03-09 14:08:11.655000
146610446,471195,28477055,2021-03-09 14:08:11.655000
147894903,441896,30153010,2021-03-09 14:08:12.216000
149416663,471195,28958867,2021-03-09 14:08:12.216000
151713808,767628,29528732,2021-03-09 14:08:12.216000
152645479,473239,29591832,2021-03-09 14:08:12.216000
153278682,484346,29846868,2021-03-09 14:08:12.217000
154721236,484360,30066336,2021-03-09 14:08:12.216000
156523550,484346,30370505,2021-03-09 14:08:12.217000
157470585,484360,30457299,2021-03-09 14:08:12.481000
158432470,1134209,30772082,2021-03-09 14:08:12.480000
159400085,471194,31170421,2021-03-09 14:08:11.924000
159855981,1192075,31184954,2021-03-09 14:08:12.482000
160582909,471194,31092179,2021-03-09 14:08:12.744000
161368959,924301,31818092,2021-03-09 14:08:12.481000
162718523,484346,31442986,2021-03-09 14:08:12.745000
163978740,1017134,31869271,2021-03-09 14:08:12.745000
164533423,648036,31820821,2021-03-09 14:08:12.745000
165074738,648036,32209600,2021-03-09 14:08:12.745000
165477208,648036,32037034,2021-03-09 14:08:12.746000
165838346,484361,32218114,2021-03-09 14:08:12.996000
166015848,534242,,2021-03-09 14:08:12.996000
166288671,484343,32405703,2021-03-09 14:08:12.482000
166467673,473239,32291005,2021-03-09 14:08:12.746000
166798323,441896,,2021-03-09 14:08:12.745000
167247212,452763,32712986,2021-03-09 14:08:12.481000
167537399,648036,32490206,2021-03-09 14:08:12.996000
168166544,648036,,2021-03-09 14:08:13.245000
230401397,484360,43792909,2021-03-11 20:21:34.963000
225449478,1418808,42982779,2021-03-16 18:33:07.539000
226327552,484360,,2021-03-16 18:33:07.539000
229878648,456411,,2021-03-18 18:31:45.387000
231884864,733990,44143794,2021-03-23 12:32:24.096000
180034285,648036,34715336,2021-03-24 18:32:05.230000
234221291,1314103,,2021-03-25 08:38:01.940000
229286079,1421750,43449916,2021-03-29 18:30:35.436000
234008404,733990,44415196,2021-03-31 12:34:10.772000
232964691,1548499,,2021-04-01 12:28:39.924000
235009698,648036,,2021-04-08 18:28:15.170000
228331049,1173233,43176965,2021-04-12 18:28:26.857000
230631358,1017134,44524438,2021-04-13 18:28:46.856000
222607024,1134201,,2021-04-14 18:28:28.709000
227295131,1061223,43002136,2021-04-16 18:28:18.008000
234759125,1134197,,2021-04-19 18:28:18.013000
236687343,1061223,,2021-04-28 18:27:57.030000
240445348,1017136,45892469,2021-04-30 12:28:10.461000
239738291,1256732,,2021-05-03 06:33:26.928000
