application_id,job_id,_fivetran_synced
120552917,1037872,2021-03-09 11:59:11.802000
125380944,1070443,2021-03-09 12:15:12.977000
134075501,1158887,2021-03-09 12:29:28.326000
139618466,1127885,2021-03-09 12:43:52.981000
142269935,1153446,2021-03-09 12:58:30.344000
144641053,1237613,2021-03-09 13:13:48.035000
150867553,1290973,2021-03-09 13:29:45.160000
190337758,1733614,2021-03-10 09:47:25.250000
179352254,1419928,2021-03-09 13:47:23.009000
50806202,402174,2021-03-09 10:33:46.858000
56109569,407552,2021-03-09 10:48:46.900000
74985710,529043,2021-03-09 11:16:58.618000
98339419,820798,2021-03-09 11:31:37.482000
111840604,891296,2021-03-09 11:45:55.778000
135398074,1158769,2021-03-09 12:32:23.288000
140586293,1205228,2021-03-09 12:46:52.593000
142693204,1158769,2021-03-09 13:01:50.345000
145765379,1237613,2021-03-09 13:16:23.090000
191074462,1744688,2021-03-16 18:32:14.705000
188580678,1650990,2021-05-10 18:29:57.566000
185695862,1562421,2021-06-09 18:56:21.075000
177007014,1419928,2021-03-09 13:47:02.022000
50887376,408662,2021-03-09 10:34:31.004000
56343640,457313,2021-03-09 10:49:17.195000
64999779,530172,2021-03-09 11:03:40.383000
99918808,867888,2021-03-09 11:32:04.355000
112139006,823132,2021-03-09 11:46:35.188000
134729909,1156901,2021-03-09 12:30:28.925000
140452120,1188855,2021-03-09 12:45:34.265000
142627800,1158769,2021-03-09 13:00:35.865000
145404191,1202848,2021-03-09 13:15:56.723000
151289146,1290973,2021-03-09 13:31:48.486000
188458743,1671974,2021-03-14 12:29:43.895000
179013623,1419928,2021-03-09 13:47:04.954000
55089212,452579,2021-03-09 10:46:07.177000
95048170,808312,2021-03-09 11:28:44.841000
109817573,826910,2021-03-09 11:43:48.177000
120276109,1041480,2021-03-09 11:58:29.266000
125048769,1077623,2021-03-09 12:14:45.612000
134037632,1158801,2021-03-09 12:29:05.885000
139818495,1188855,2021-03-09 12:44:23.212000
142622700,1158769,2021-03-09 13:00:12.790000
145024985,1202848,2021-03-09 13:15:05.239000
151285382,1290973,2021-03-09 13:31:46.493000
187010014,1583059,2021-03-16 18:32:05.777000
200575993,1826150,2021-06-09 18:56:47.870000
51031059,416482,2021-03-09 10:35:17.270000
56486692,427355,2021-03-09 10:49:41.227000
65005064,530172,2021-03-09 11:03:44.367000
75872911,530172,2021-03-09 11:18:03.680000
100352843,867888,2021-03-09 11:32:08.306000
112388292,821955,2021-03-09 11:46:38.912000
126289394,1072848,2021-03-09 12:18:05.228000
135396536,1158769,2021-03-09 12:31:45.940000
140563837,1205228,2021-03-09 12:46:30.115000
142653253,1158769,2021-03-09 13:01:07.344000
146458452,1229666,2021-03-09 13:17:08.020000
151452483,1290973,2021-03-09 13:33:03.887000
191613966,1733614,2021-03-17 08:06:43.787000
196643994,1773497,2021-05-11 00:28:14.474000
176592630,1419928,2021-03-09 13:47:00.584000
189587016,1721470,2021-03-09 14:04:07.157000
55272889,430559,2021-03-09 10:46:48.602000
72927546,529043,2021-03-09 11:14:56.948000
110176451,891296,2021-03-09 11:44:14.454000
120551984,393271,2021-03-09 11:58:55.585000
125159723,1077623,2021-03-09 12:14:51.290000
134055195,1158801,2021-03-09 12:29:06.357000
139365009,1127885,2021-03-09 12:43:26.046000
142284770,670237,2021-03-09 12:58:34.429000
144810374,1237613,2021-03-09 13:14:33.346000
191171299,1730731,2021-03-16 12:32:17.379000
50884005,402157,2021-03-09 10:34:28.465000
56124783,430559,2021-03-09 10:48:48.022000
75081020,530172,2021-03-09 11:17:14.856000
97678345,820798,2021-03-09 11:31:13.316000
110875363,539354,2021-03-09 11:45:04.766000
120817039,1032509,2021-03-09 12:01:32.296000
134347971,1152186,2021-03-09 12:30:04.675000
140233435,1152186,2021-03-09 12:44:55.771000
144933009,1237613,2021-03-09 13:14:59.154000
168601432,1121334,2021-03-09 13:46:12.451000
196522410,1773497,2021-05-04 12:27:45.069000
191203321,1583059,2021-05-26 12:55:44.946000
50712780,408662,2021-03-09 10:33:44.110000
55881443,430559,2021-03-09 10:48:03.440000
74493942,529043,2021-03-09 11:16:35.558000
97463537,808312,2021-03-09 11:30:53.590000
120616834,1032509,2021-03-09 12:00:41.536000
125857287,670237,2021-03-09 12:15:44.022000
134238811,1137245,2021-03-09 12:30:00.363000
139756522,1127885,2021-03-09 12:44:17.071000
142497606,1202848,2021-03-09 12:59:20.847000
150964322,1290973,2021-03-09 13:30:14.770000
191163909,1730731,2021-03-16 12:32:17.130000
149013757,1264191,2021-05-10 18:27:56.706000
196078402,1791578,2021-06-04 12:54:58.777000
50806205,402174,2021-03-09 10:33:47.697000
97009451,808312,2021-03-09 11:30:46.544000
120681542,1032509,2021-03-09 12:01:05.560000
134085601,1158887,2021-03-09 12:29:58.435000
142657381,1158769,2021-03-09 13:01:25.364000
146346779,1241859,2021-03-09 13:17:06.074000
186421025,1730696,2021-03-18 12:29:11.587000
197048297,1553791,2021-05-10 18:31:59.128000
176736094,1419928,2021-03-09 13:47:01.062000
50882842,402174,2021-03-09 10:34:25.208000
97467523,820798,2021-03-09 11:30:54.403000
111029381,823132,2021-03-09 11:45:21.543000
120793207,1032509,2021-03-09 12:01:28.952000
134719059,1150603,2021-03-09 12:30:27.858000
140536587,1205228,2021-03-09 12:45:44.364000
142623267,1158769,2021-03-09 13:00:13.862000
151412313,1268899,2021-03-09 13:32:38.942000
190386613,1583059,2021-03-17 18:31:23.646000
153360702,1284231,2021-05-10 18:30:44.411000
177129507,1419928,2021-03-09 13:47:02.768000
190407071,1583059,2021-03-09 14:05:43.629000
55997369,458322,2021-03-09 10:48:25.465000
64698816,510885,2021-03-09 11:03:12.033000
75539779,531845,2021-03-09 11:17:25.509000
98337370,808312,2021-03-09 11:31:37.218000
111978265,786585,2021-03-09 11:46:15.948000
135393346,1158769,2021-03-09 12:30:56.896000
140541920,1205228,2021-03-09 12:45:46.368000
142628329,1158769,2021-03-09 13:00:36.575000
190077015,1730731,2021-03-11 20:21:25.309000
143372148,1127885,2021-05-10 12:28:34.468000
179758480,1419928,2021-06-02 12:55:10.626000
190883345,1487978,2021-03-09 14:06:30.583000
55799561,453673,2021-03-09 10:47:41.204000
64412823,438952,2021-03-09 11:02:13.764000
74639261,556954,2021-03-09 11:16:53.538000
97585263,808312,2021-03-09 11:31:12.289000
120803588,1032509,2021-03-09 12:01:31.320000
140542086,1205228,2021-03-09 12:46:01.869000
142628831,1158769,2021-03-09 13:00:37.079000
145506698,1190420,2021-03-09 13:16:18.351000
151300146,1290973,2021-03-09 13:31:55.172000
191478509,1730731,2021-03-12 12:29:03.850000
195820377,1730696,2021-05-06 12:27:46.037000
199657965,1773497,2021-05-26 12:56:05.920000
51031054,416482,2021-03-09 10:35:16.006000
65067568,526586,2021-03-09 11:04:04.098000
112042335,639058,2021-03-09 11:46:17.665000
121040764,670237,2021-03-09 12:02:25.927000
126279806,1072848,2021-03-09 12:17:42.330000
135397142,1158769,2021-03-09 12:32:04.599000
140630632,1205228,2021-03-09 12:47:14.259000
142676474,1158769,2021-03-09 13:01:46.076000
146395251,1156901,2021-03-09 13:17:06.805000
189811120,1733614,2021-03-19 18:31:16.258000
177463971,1419928,2021-03-09 13:47:03.992000
50708888,407552,2021-03-09 10:33:42.098000
56309454,458322,2021-03-09 10:49:14.244000
101223507,867888,2021-03-09 11:32:32.224000
126296587,1072848,2021-03-09 12:18:08.862000
135402540,1158769,2021-03-09 12:32:49.905000
142736470,1158769,2021-03-09 13:02:43.808000
151732431,1290973,2021-03-09 13:33:57.151000
50806381,402157,2021-03-09 10:34:07.716000
56110129,452579,2021-03-09 10:48:47.399000
64476118,526586,2021-03-09 11:02:47.462000
74640321,556954,2021-03-09 11:16:53.821000
97671868,821955,2021-03-09 11:31:12.533000
111690083,670237,2021-03-09 11:45:51.229000
126193523,1072848,2021-03-09 12:17:15.096000
135395020,1158769,2021-03-09 12:31:38.557000
140572975,1205228,2021-03-09 12:46:32.791000
142673696,1158769,2021-03-09 13:01:45.095000
146538589,1229666,2021-03-09 13:17:10.884000
151676007,1284231,2021-03-09 13:33:36.739000
191474487,1744688,2021-03-18 18:31:35.575000
142184088,1217088,2021-05-10 18:31:32.455000
198173521,1810989,2021-06-09 12:55:29.501000
184786146,1557936,2021-07-06 08:52:42.704000
204846028,1518945,2021-07-06 08:57:26.406000
203749367,1826174,2021-07-06 08:54:19.174000
205028009,1518945,2021-07-06 08:58:10.629000
199423760,1730731,2021-07-06 08:53:54.736000
204708251,1518945,2021-07-06 08:52:18.129000
206067149,1828701,2021-07-14 12:32:32.540000
205998460,1826150,2021-07-16 12:32:54.986000
74496352,480144,2021-07-20 18:33:38.638000
206048182,1518945,2021-07-21 12:33:33.100000
170208368,1221044,2021-03-09 13:46:56.802000
189592154,1721356,2021-03-09 14:04:23.366000
55464656,393271,2021-03-09 10:46:54.250000
95860882,639058,2021-03-09 11:29:29.726000
134078848,1158801,2021-03-09 12:29:34.407000
139901631,1127885,2021-03-09 12:44:25.582000
190000430,1733614,2021-03-18 18:31:18.597000
195715007,1739664,2021-05-10 18:31:57.528000
199933701,1828701,2021-06-02 12:55:14.900000
171254875,1221044,2021-03-09 13:46:57.293000
188858694,1650990,2021-03-09 14:02:52.763000
54964730,407552,2021-03-09 10:45:38.984000
64177368,526586,2021-03-09 10:59:44.147000
93962301,799522,2021-03-09 11:27:55.065000
109210113,921254,2021-03-09 11:42:07.231000
124753667,1077623,2021-03-09 12:13:55.698000
133809421,1152186,2021-03-09 12:28:17.292000
142163771,1208742,2021-03-09 12:58:05.184000
144643403,1237613,2021-03-09 13:13:48.797000
150945201,1290973,2021-03-09 13:29:50.956000
191412542,1730731,2021-03-12 12:29:02.523000
199966895,1828701,2021-06-02 12:55:15.397000
170009281,1221044,2021-03-09 13:46:56.307000
50712787,408662,2021-03-09 10:33:45.117000
55884572,457313,2021-03-09 10:48:04.422000
111592734,823132,2021-03-09 11:45:48.900000
121012558,867888,2021-03-09 12:02:16.326000
126212429,1072848,2021-03-09 12:17:18.143000
135394718,1158769,2021-03-09 12:31:35.675000
140596196,1205228,2021-03-09 12:46:56.065000
142653926,1158769,2021-03-09 13:01:22.858000
152059574,1290973,2021-03-09 13:34:45.446000
194377560,1773497,2021-04-07 12:28:35.220000
198802906,1553791,2021-05-13 06:27:24.598000
170143804,1221044,2021-03-09 13:46:56.552000
55048892,437730,2021-03-09 10:46:03.748000
72702566,530172,2021-03-09 11:14:15.595000
95153150,798966,2021-03-09 11:28:46.469000
109472208,921254,2021-03-09 11:43:18.210000
125203599,1077623,2021-03-09 12:14:52.314000
134067493,1158801,2021-03-09 12:29:07.350000
139482519,1190420,2021-03-09 12:43:32.963000
142191626,670237,2021-03-09 12:58:24.446000
150831392,1284176,2021-03-09 13:29:24.890000
190772425,1583059,2021-03-10 06:02:18.090000
198185807,1553791,2021-05-07 06:27:31.915000
151082578,1272962,2021-05-26 12:56:28.840000
172526193,1419928,2021-03-09 13:46:57.546000
50806200,402174,2021-03-09 10:33:46.374000
74149198,552618,2021-03-09 11:16:32.449000
97569583,539354,2021-03-09 11:30:56.506000
135396029,1158769,2021-03-09 12:31:42.701000
142656371,1158769,2021-03-09 13:01:24.149000
146089383,1237613,2021-03-09 13:16:43.461000
151405244,1268899,2021-03-09 13:32:35.484000
191173117,1730731,2021-03-12 12:28:37.238000
141924133,1217088,2021-05-26 12:56:26.837000
55578902,457313,2021-03-09 10:47:12.072000
73529665,480144,2021-03-09 11:15:47.187000
134080953,1158801,2021-03-09 12:29:54.123000
140036457,1188855,2021-03-09 12:44:50.591000
142602867,1146289,2021-03-09 12:59:45.636000
150954840,1285352,2021-03-09 13:29:54.032000
188422472,1671974,2021-03-09 20:43:54.347000
109058990,826910,2021-05-10 18:30:00.524000
169733248,1221044,2021-03-09 13:46:55.314000
190949868,1583059,2021-03-09 14:06:32.915000
55834571,458322,2021-03-09 10:47:43.162000
110566265,823132,2021-03-09 11:44:55.224000
125584419,1070443,2021-03-09 12:15:38.664000
134081149,1158801,2021-03-09 12:29:54.636000
139637897,1156901,2021-03-09 12:43:56.678000
142397296,1190420,2021-03-09 12:59:15.679000
144635779,1237613,2021-03-09 13:13:46.449000
191368084,1730731,2021-03-12 12:28:45.575000
140536366,1228136,2021-05-10 18:31:15.949000
177241320,1419928,2021-03-09 13:47:03.013000
50708883,407552,2021-03-09 10:33:41.087000
56001599,457313,2021-03-09 10:48:25.709000
98009655,808312,2021-03-09 11:31:17.166000
111690000,670237,2021-03-09 11:45:50.662000
126272548,1072848,2021-03-09 12:17:25.696000
140557914,1205228,2021-03-09 12:46:27.083000
142671198,1158769,2021-03-09 13:01:44.571000
145504953,1241859,2021-03-09 13:16:18.109000
151164081,1290973,2021-03-09 13:31:24.658000
191392900,1744688,2021-03-16 18:32:56.035000
200027332,1814471,2021-06-08 19:03:55.045000
55047124,453673,2021-03-09 10:46:01.975000
94714461,808312,2021-03-09 11:28:39.472000
109648508,820798,2021-03-09 11:43:42.774000
124966305,1077623,2021-03-09 12:14:24.812000
134005306,1158801,2021-03-09 12:28:25.322000
139754494,1156901,2021-03-09 12:44:16.833000
142603046,1221044,2021-03-09 12:59:45.880000
144943016,1190420,2021-03-09 13:14:59.889000
190464176,1730731,2021-03-16 12:32:16.878000
151402474,1284156,2021-05-10 18:28:03.569000
170959367,1221044,2021-03-09 13:46:57.049000
50883996,402157,2021-03-09 10:34:26.209000
56240891,458322,2021-03-09 10:48:57.239000
64833756,529043,2021-03-09 11:03:31.720000
75503159,556954,2021-03-09 11:17:24.771000
98870954,821955,2021-03-09 11:31:42.949000
111977558,975007,2021-03-09 11:46:15.084000
120926769,1041480,2021-03-09 12:01:56.697000
140163695,1190420,2021-03-09 12:44:52.820000
142624192,1158769,2021-03-09 13:00:14.842000
145247820,1190420,2021-03-09 13:15:35.938000
151231407,1284176,2021-03-09 13:31:28.578000
191378928,1733614,2021-03-12 18:34:05.278000
169928411,1419928,2021-03-09 13:46:55.815000
51030755,416482,2021-03-09 10:34:57.333000
64942110,530172,2021-03-09 11:03:38.810000
75654328,556954,2021-03-09 11:17:43.796000
99811621,639058,2021-03-09 11:32:03.055000
112058945,393271,2021-03-09 11:46:33.924000
126283222,1072848,2021-03-09 12:17:43.653000
135395398,1158769,2021-03-09 12:31:40.789000
140552369,1205228,2021-03-09 12:46:24.634000
142637615,1202848,2021-03-09 13:01:00.684000
146211732,1229666,2021-03-09 13:16:47.049000
151419842,539354,2021-03-09 13:32:58.636000
191474944,1744688,2021-03-16 18:32:59.255000
109785731,826910,2021-05-10 18:27:37.984000
201741446,1822856,2021-06-11 18:28:36.485000
169836456,1419928,2021-03-09 13:46:55.571000
55184390,450984,2021-03-09 10:46:27.583000
72785432,529043,2021-03-09 11:14:35.057000
134018530,1158887,2021-03-09 12:28:46.183000
139293379,1152186,2021-03-09 12:43:05.906000
142253625,670237,2021-03-09 12:58:29.293000
144748335,1237613,2021-03-09 13:14:12.204000
191368435,1671974,2021-03-12 12:28:45.819000
197343020,1773497,2021-05-04 12:27:51.553000
199825915,1814262,2021-05-24 12:56:11.967000
56031093,437730,2021-03-09 10:48:27.218000
74647652,480144,2021-03-09 11:16:54.590000
140024465,1158887,2021-03-09 12:44:50.066000
142482357,1202848,2021-03-09 12:59:19.793000
144851009,1237613,2021-03-09 13:14:37.090000
143724264,1217088,2021-05-26 12:55:37.154000
50708887,407552,2021-03-09 10:33:41.850000
55957066,438952,2021-03-09 10:48:06.508000
73850633,494154,2021-03-09 11:16:13.227000
120672414,867888,2021-03-09 12:00:45.464000
125569339,1070443,2021-03-09 12:15:36.759000
134080469,1158887,2021-03-09 12:29:36.687000
142645251,1158769,2021-03-09 13:01:04.556000
145854050,1127885,2021-03-09 13:16:23.819000
190904539,1733614,2021-03-17 08:06:26.793000
169963461,1221044,2021-03-09 13:46:56.054000
74496457,530172,2021-03-09 11:16:36.277000
110750731,821955,2021-03-09 11:45:01.527000
120691106,1032509,2021-03-09 12:01:08.643000
125914977,670237,2021-03-09 12:15:44.906000
134546544,1152186,2021-03-09 12:30:06.719000
140524490,1205228,2021-03-09 12:45:38.351000
142617009,1158769,2021-03-09 13:00:08.788000
145235522,1241859,2021-03-09 13:15:34.907000
151394262,1290973,2021-03-09 13:32:33.979000
191981530,1733614,2021-03-17 08:06:44.044000
172966860,1419928,2021-03-09 13:46:57.790000
55890689,452579,2021-03-09 10:48:05.926000
75223172,529043,2021-03-09 11:17:20.508000
111837851,975007,2021-03-09 11:45:55.529000
135187160,1152186,2021-03-09 12:30:51.638000
140532673,1205228,2021-03-09 12:45:40.803000
142624569,1158769,2021-03-09 13:00:15.719000
151235521,1290973,2021-03-09 13:31:29.297000
142900835,670237,2021-03-11 20:21:06.899000
184846124,1553536,2021-06-02 12:55:10.899000
174437869,1419928,2021-03-09 13:46:58.295000
190463307,1730731,2021-03-09 14:05:44.727000
55789427,457313,2021-03-09 10:47:35.644000
120736582,1032509,2021-03-09 12:01:26.187000
134778361,1156901,2021-03-09 12:30:46.221000
140533510,1205228,2021-03-09 12:45:41.359000
142624796,1158769,2021-03-09 13:00:16.513000
145415950,1190420,2021-03-09 13:15:57.959000
191177076,1730731,2021-03-12 12:28:37.726000
196491001,1773497,2021-05-04 12:27:44.064000
50891094,402151,2021-03-09 10:34:56.094000
56481362,457313,2021-03-09 10:49:40.008000
65003135,530172,2021-03-09 11:03:43.118000
75842941,530172,2021-03-09 11:17:47.460000
100158321,867888,2021-03-09 11:32:07.038000
111903361,821955,2021-03-09 11:46:12.293000
121021343,982040,2021-03-09 12:02:20.359000
126228426,670237,2021-03-09 12:17:21.740000
135396317,1158769,2021-03-09 12:31:44.708000
142659201,1158769,2021-03-09 13:01:26.088000
151548341,1290973,2021-03-09 13:33:23.261000
191533369,1744688,2021-03-18 18:31:36.321000
140024200,1188855,2021-05-10 18:28:51.649000
198818676,1768716,2021-06-09 18:56:42.383000
191027415,1583059,2021-03-09 14:06:51.622000
56227028,457313,2021-03-09 10:48:53.689000
75837820,530172,2021-03-09 11:17:46.987000
100830138,867888,2021-03-09 11:32:26.960000
112483684,982030,2021-03-09 11:46:59.194000
121261362,670237,2021-03-09 12:03:11.453000
135400726,1158769,2021-03-09 12:32:44.429000
140639833,1205228,2021-03-09 12:47:18.609000
142734298,1158769,2021-03-09 13:02:23.927000
151685150,1290973,2021-03-09 13:33:37.215000
192345909,1730731,2021-03-23 12:31:43.702000
151816608,1284156,2021-05-10 18:28:06.260000
175884643,1419928,2021-03-09 13:46:58.539000
50806204,402174,2021-03-09 10:33:47.453000
56027093,458322,2021-03-09 10:48:26.195000
111452714,823132,2021-03-09 11:45:46.129000
135394331,1158769,2021-03-09 12:31:17.901000
140558081,1205228,2021-03-09 12:46:27.859000
142657344,1158769,2021-03-09 13:01:25.133000
146338859,1237613,2021-03-09 13:17:05.835000
151560357,1284231,2021-03-09 13:33:29.763000
191463441,1583059,2021-03-16 18:32:56.516000
148201410,1237613,2021-05-10 18:31:33.242000
201525786,1822856,2021-06-07 18:56:06.004000
204229280,1518945,2021-07-06 08:51:52.493000
204946821,1518945,2021-07-06 08:57:48.363000
184659137,1543419,2021-07-06 08:58:34.550000
198868410,1553791,2021-07-07 09:20:51.379000
84032096,682772,2021-07-07 09:20:47.850000
205995033,1826150,2021-07-16 12:32:54.584000
200399392,1826150,2021-07-16 18:31:19.620000
62566268,506147,2021-07-20 18:34:40.129000
207007540,1826174,2021-07-22 18:35:26.306000
206576293,1822856,2021-07-23 00:34:12.019000
192750873,1730731,2021-07-26 12:34:16.504000
207418922,1730731,2021-07-26 19:09:57.013000
183428376,1419928,2021-03-09 13:50:11.503000
51274286,393271,2021-03-09 10:35:51.247000
57428354,482465,2021-03-09 10:50:08.874000
65111008,530172,2021-03-09 11:04:26.562000
77359869,529043,2021-03-09 11:18:37.441000
101249660,869446,2021-03-09 11:32:35.044000
121874912,670237,2021-03-09 12:04:06.260000
126397859,670237,2021-03-09 12:18:37.398000
135403963,1158769,2021-03-09 12:32:53.347000
140645804,1205228,2021-03-09 12:48:02.543000
142735786,1158769,2021-03-09 13:02:41.601000
146664084,1153446,2021-03-09 13:18:21.294000
193921208,1553791,2021-04-06 12:28:07.127000
196034486,1553791,2021-05-11 18:27:35.709000
183913373,1543419,2021-03-09 13:50:55.842000
51035492,416478,2021-03-09 10:35:43.329000
65432981,530172,2021-03-09 11:04:57.435000
78433523,529043,2021-03-09 11:19:07.199000
102130809,867888,2021-03-09 11:33:19.641000
112681390,982040,2021-03-09 11:47:25.187000
121351858,1055254,2021-03-09 12:03:32.960000
126331441,670237,2021-03-09 12:18:14.865000
135410747,1158769,2021-03-09 12:33:16.966000
140646689,1205228,2021-03-09 12:48:05.482000
142741518,1158769,2021-03-09 13:03:30.502000
151787127,1284231,2021-03-09 13:33:57.865000
192485715,1744688,2021-03-18 18:31:41.737000
188819067,1583059,2021-05-10 18:28:27.390000
201645153,1822856,2021-06-07 18:56:07.373000
184382991,1553536,2021-03-09 13:51:25.201000
51951599,402321,2021-03-09 10:37:09.259000
58393288,482465,2021-03-09 10:51:42.743000
79585566,393271,2021-03-09 11:20:00.728000
104074044,823132,2021-03-09 11:34:55.834000
122519448,1041480,2021-03-09 12:05:55.396000
140746203,1205228,2021-03-09 12:50:00.933000
142751531,1158769,2021-03-09 13:04:48.051000
152180259,1284176,2021-03-09 13:35:06.991000
193237067,1744688,2021-03-26 12:28:14.632000
147620447,1229666,2021-05-10 18:27:55.442000
151404305,1290973,2021-06-23 07:01:12.923000
183821583,1543419,2021-03-09 13:50:37.110000
50883997,402157,2021-03-09 10:34:26.469000
56193569,407552,2021-03-09 10:48:51.996000
64569543,510885,2021-03-09 11:03:06.192000
74886797,530172,2021-03-09 11:16:57.593000
97963774,639058,2021-03-09 11:31:16.415000
111330886,891296,2021-03-09 11:45:44.268000
135395829,1158769,2021-03-09 12:31:42.272000
140568848,1205228,2021-03-09 12:46:31.574000
142655535,1158769,2021-03-09 13:01:23.911000
146555281,1237613,2021-03-09 13:17:35.975000
151639962,1284231,2021-03-09 13:33:35.472000
193204564,1553791,2021-03-24 18:31:45.366000
188182854,1583059,2021-05-10 18:29:56.762000
51030759,416482,2021-03-09 10:34:58.067000
56326626,457313,2021-03-09 10:49:16.680000
65016849,530172,2021-03-09 11:03:45.141000
75875151,530172,2021-03-09 11:18:04.429000
100591665,821955,2021-03-09 11:32:09.350000
112406770,969787,2021-03-09 11:46:54.663000
121333044,539354,2021-03-09 12:03:14.048000
126308382,1072848,2021-03-09 12:18:11.468000
135399206,1158769,2021-03-09 12:32:26.955000
140598714,1205228,2021-03-09 12:46:56.327000
146469500,1146289,2021-03-09 13:17:08.778000
151412688,1284176,2021-03-09 13:32:39.435000
186108422,1518935,2021-03-24 12:31:45.941000
166573595,1121334,2021-05-10 18:31:06.175000
201072203,1828701,2021-06-11 18:28:31.659000
183802202,1543419,2021-03-09 13:50:36.108000
51949559,402321,2021-03-09 10:37:05.720000
58270885,457313,2021-03-09 10:51:21.002000
66118870,529043,2021-03-09 11:05:46.394000
79313814,670237,2021-03-09 11:19:37.851000
103204956,786585,2021-03-09 11:34:13.586000
114136333,982040,2021-03-09 11:49:26.628000
135698492,1152186,2021-03-09 12:34:50.193000
140753289,1205228,2021-03-09 12:50:24.363000
142750855,1158769,2021-03-09 13:04:46.271000
147264685,1241859,2021-03-09 13:20:43.035000
193761172,1730731,2021-04-28 12:28:14.574000
51030752,416482,2021-03-09 10:34:56.587000
56311583,458322,2021-03-09 10:49:15.197000
64817713,510885,2021-03-09 11:03:14.400000
99504764,639058,2021-03-09 11:31:46.081000
126288714,1072848,2021-03-09 12:17:49.453000
135397150,1158769,2021-03-09 12:32:05.076000
140643365,1205228,2021-03-09 12:47:39.849000
142739740,1158769,2021-03-09 13:03:24.766000
152199138,1285296,2021-03-09 13:35:09.162000
193204191,1553791,2021-04-06 12:28:05.558000
184209686,1543419,2021-03-09 13:51:01.900000
56485798,458322,2021-03-09 10:49:40.982000
65004744,526586,2021-03-09 11:03:44.108000
76088805,480144,2021-03-09 11:18:08.537000
101896333,823132,2021-03-09 11:33:15.330000
126288851,670237,2021-03-09 12:18:04.959000
135397451,1158769,2021-03-09 12:32:05.567000
140563462,1205228,2021-03-09 12:46:29.849000
142681737,670237,2021-03-09 13:01:47.035000
151452332,1290973,2021-03-09 13:33:03.643000
191928149,1730731,2021-03-23 12:31:40.194000
198549610,1553791,2021-05-10 18:28:46.711000
189912724,1730731,2021-06-07 12:55:26.754000
184521864,1553536,2021-03-09 13:52:08.062000
58952943,438952,2021-03-09 10:52:53.064000
81059685,552618,2021-03-09 11:20:50.925000
104506189,897516,2021-03-09 11:35:06.517000
114866154,823132,2021-03-09 11:50:11.214000
