id,application_id,location,status,created_at,updated_at,end,start,interview_id,organizer_id,_fivetran_deleted,_fivetran_synced
234448214,192624569,,scheduled,2021-03-26 07:46:09.607000,2021-03-26 07:46:09.901000,2021-03-30 09:30:00.000000,2021-03-30 09:00:00.000000,19618096,1548499,false,2021-03-26 08:06:54.855000
176071752,150829518,Remote - Telephonic,complete,2020-02-12 12:17:02.390000,2020-03-17 14:57:06.688000,2020-02-18 10:30:00.000000,2020-02-18 10:00:00.000000,14648647,473239,false,2021-03-09 14:08:13.513000
177329180,150851864,"Yoco - Shortmarket, Shortmarket Hub-6-Meeting Room C (8)",complete,2020-02-20 08:56:40.330000,2020-03-15 16:36:11.358000,2020-02-25 11:00:00.000000,2020-02-25 10:00:00.000000,8560001,1294352,false,2021-03-09 14:08:13.513000
222614090,184904729,,complete,2021-01-21 10:13:04.464000,2021-02-03 05:38:08.756000,2021-01-27 11:00:00.000000,2021-01-27 10:00:00.000000,18093188,1298406,false,2021-03-09 14:08:14.030000
226821592,185378152,,complete,2021-02-12 16:49:27.331000,2021-02-19 12:57:11.153000,2021-02-19 13:00:00.000000,2021-02-19 12:00:00.000000,16402588,1298406,false,2021-03-09 14:08:14.030000
227107281,187010014,,complete,2021-02-15 12:42:40.123000,2021-03-16 15:15:36.210000,2021-02-17 11:30:00.000000,2021-02-17 11:00:00.000000,18584058,484360,false,2021-03-16 18:33:07.539000
231661113,186421025,,complete,2021-03-11 07:19:46.849000,2021-03-18 07:12:37.481000,2021-03-11 10:45:00.000000,2021-03-11 09:45:00.000000,20391519,1298406,false,2021-03-18 12:29:32.858000
181042223,153925895,N/A,complete,2020-03-16 10:57:53.500000,2021-05-10 12:35:12.102000,2020-03-16 07:00:00.000000,2020-03-16 06:00:00.000000,12936757,1298406,false,2021-05-10 18:32:28.769000
243528557,198448257,,complete,2021-05-17 14:42:06.882000,2021-05-24 08:53:10.559000,2021-05-21 12:30:00.000000,2021-05-21 12:00:00.000000,21343135,1298406,false,2021-05-24 12:56:39.674000
243745029,198059236,,complete,2021-05-18 12:33:18.195000,2021-05-26 07:56:14.212000,2021-05-21 09:00:00.000000,2021-05-21 08:00:00.000000,16402591,1298406,false,2021-05-26 12:57:16.930000
175151025,148668268,Shortmarket Hub-6-Meeting Room P (4),complete,2020-02-06 14:03:00.247000,2020-03-02 16:14:29.934000,2020-02-12 10:15:00.000000,2020-02-12 09:45:00.000000,14430394,452763,false,2021-03-09 14:08:13.246000
234471414,192624569,,complete,2021-03-26 12:23:38.114000,2021-04-09 07:52:35.782000,2021-03-30 09:45:00.000000,2021-03-30 08:45:00.000000,19618100,1548499,false,2021-04-09 12:28:40.892000
170217757,144858650,,complete,2020-01-06 09:55:53.068000,2020-03-23 08:20:58.829000,2020-01-23 14:30:00.000000,2020-01-23 13:00:00.000000,13848375,1061223,false,2021-03-09 14:08:13.245000
177539489,147770012,Yoco - Shortmarket Street,complete,2020-02-21 13:28:51.504000,2020-03-11 17:08:53.901000,2020-02-28 14:45:00.000000,2020-02-28 14:30:00.000000,14813676,473239,false,2021-03-09 14:08:13.246000
242733340,193762118,,complete,2021-05-12 11:25:10.585000,2021-05-31 13:19:42.444000,2021-05-25 10:30:00.000000,2021-05-25 10:00:00.000000,20800667,1548499,false,2021-05-31 18:56:52.933000
243732744,199658342,,awaiting_feedback,2021-05-18 10:37:31.208000,2021-06-02 13:30:13.581000,2021-06-02 13:30:00.000000,2021-06-02 13:00:00.000000,21383311,1548499,false,2021-06-02 18:55:17.130000
245829954,197707718,,scheduled,2021-05-30 06:29:48.238000,2021-06-03 04:19:05.875000,2021-06-10 12:00:00.000000,2021-06-10 11:00:00.000000,21207420,1548499,false,2021-06-03 06:56:25.875000
243514759,198858706,,complete,2021-05-17 13:38:45.820000,2021-06-03 08:49:33.093000,2021-05-20 07:00:00.000000,2021-05-20 06:30:00.000000,21525374,473161,false,2021-06-03 12:55:44.241000
178867412,145640620,Yoco - Remote,complete,2020-03-01 08:52:36.589000,2020-03-12 09:03:26.389000,2020-03-07 12:00:00.000000,2020-03-07 09:00:00.000000,11022754,1294352,false,2021-03-09 14:08:13.245000
227759665,186673616,,complete,2021-02-18 12:58:16.945000,2021-02-22 11:10:23.014000,2021-02-19 15:00:00.000000,2021-02-19 14:00:00.000000,17254246,1298406,false,2021-03-09 14:08:14.030000
224725933,181012088,,complete,2021-02-02 08:22:31.749000,2021-03-09 16:12:26.274000,2021-02-09 09:00:00.000000,2021-02-09 08:00:00.000000,18246843,1298406,false,2021-03-09 20:45:22.459000
175336558,142886191,Remote - Telephonic,complete,2020-02-07 12:57:31.054000,2020-02-17 06:27:24.884000,2020-02-12 11:15:00.000000,2020-02-12 11:00:00.000000,14648647,473239,false,2021-03-09 14:08:12.996000
176083069,143035607,"Yoco - Shortmarket , Shortmarket Hub-6-Meeting Room S (6)",complete,2020-02-12 14:08:34.717000,2021-01-27 12:25:57.564000,2020-02-17 13:30:00.000000,2020-02-17 13:00:00.000000,14048491,1298406,false,2021-03-09 14:08:12.996000
232754979,188760929,,awaiting_feedback,2021-03-17 15:45:23.051000,2021-03-26 15:33:16.410000,2021-03-23 10:00:00.000000,2021-03-23 09:00:00.000000,20270982,1298406,false,2021-03-26 18:31:37.951000
237196482,195167975,,complete,2021-04-12 08:29:02.909000,2021-04-23 14:59:46.158000,2021-04-12 16:30:00.000000,2021-04-12 16:00:00.000000,20800662,1548499,false,2021-04-23 18:27:46.725000
180084789,152076571,,complete,2020-03-09 14:37:11.971000,2020-03-24 12:31:12.198000,2020-03-13 09:30:00.000000,2020-03-13 08:00:00.000000,14981577,1298406,false,2021-03-09 14:08:13.514000
217007389,179866539,,complete,2020-12-11 11:12:53.705000,2020-12-17 10:34:43.699000,2020-12-15 10:15:00.000000,2020-12-15 09:30:00.000000,17281051,1298406,false,2021-03-09 14:08:13.764000
229628690,188734468,,complete,2021-03-01 08:48:26.855000,2021-03-09 06:09:34.325000,2021-03-05 13:00:00.000000,2021-03-05 12:00:00.000000,18468558,484360,false,2021-03-09 14:08:14.263000
178078283,150051894,Unfortunately no free meeting rooms available,complete,2020-02-25 13:05:27.174000,2020-04-21 09:58:45.829000,2020-02-26 14:30:00.000000,2020-02-26 13:30:00.000000,13848374,1298406,false,2021-03-09 14:08:13.513000
241058235,196131625,https://us02web.zoom.us/j/82585599291?pwd=cmdXQ2hXUUlWbCtxMVE2TUNTS1FEQT09,complete,2021-05-03 16:20:52.341000,2021-05-24 10:49:15.605000,2021-05-17 08:00:00.000000,2021-05-17 07:15:00.000000,20800663,1548499,false,2021-05-24 12:56:39.673000
236851548,194954948,,complete,2021-04-09 07:01:56.604000,2021-05-10 18:06:07.965000,2021-04-15 07:30:00.000000,2021-04-15 07:00:00.000000,18095707,592580,false,2021-05-10 18:32:28.774000
243177166,198913670,,complete,2021-05-14 09:21:10.659000,2021-05-25 10:25:13.417000,2021-05-20 12:30:00.000000,2021-05-20 11:45:00.000000,21205724,484360,false,2021-05-25 12:56:06.969000
232956229,192507233,,complete,2021-03-18 14:04:32.380000,2021-05-12 10:11:20.574000,2021-03-15 09:15:00.000000,2021-03-15 08:30:00.000000,13848374,1298406,false,2021-05-12 12:30:56.449000
178057992,148194761,Yoco ,complete,2020-02-25 09:41:18.331000,2020-03-13 14:39:59.046000,2020-02-25 09:00:00.000000,2020-02-25 08:00:00.000000,14422041,1298406,false,2021-03-09 14:08:13.246000
238135097,188024520,https://us02web.zoom.us/j/85625647279?pwd=a0pxZ0pONkZ3Q2ZYWTJqMTdpL0ZrZz09,complete,2021-04-16 13:24:13.784000,2021-04-23 15:08:40.144000,2021-04-22 13:30:00.000000,2021-04-22 13:00:00.000000,17281048,1298406,false,2021-04-23 18:27:46.724000
176091744,143035607,"Yoco - Shortmarket, Shortmarket Hub-6-Meeting Room S (6)",complete,2020-02-12 14:43:47.392000,2021-01-27 12:25:57.564000,2020-02-17 14:45:00.000000,2020-02-17 14:15:00.000000,14048490,1298406,false,2021-03-09 14:08:12.996000
235297424,193542321,https://us02web.zoom.us/j/82434056122?pwd=bVJpK2lJeC8vM25yQzNSMkJJRXJ3QT09,complete,2021-03-31 16:03:32.255000,2021-04-28 07:23:04.186000,2021-04-12 11:00:00.000000,2021-04-12 10:00:00.000000,20427434,1258522,false,2021-04-28 12:28:26.882000
221794837,184769275,,complete,2021-01-16 10:34:46.620000,2021-01-19 19:19:36.394000,2021-01-16 11:00:00.000000,2021-01-16 10:00:00.000000,17254244,1298406,false,2021-03-09 14:08:14.030000
175336566,142646782,Remote - Telephonic,complete,2020-02-07 12:57:31.173000,2020-03-12 12:29:40.475000,2020-02-13 11:45:00.000000,2020-02-13 11:30:00.000000,14648647,473239,false,2021-03-09 14:08:12.995000
232726659,192360848,,awaiting_feedback,2021-03-17 13:25:14.391000,2021-03-18 15:00:10.875000,2021-03-18 14:00:00.000000,2021-03-18 13:15:00.000000,20682640,1298406,false,2021-03-18 18:31:45.387000
238135736,195986791,https://us02web.zoom.us/j/85175912884?pwd=Rm5PeXA1cUg3NnFYTVJBYWZMaVA1UT09,complete,2021-04-16 13:28:22.638000,2021-04-21 15:13:46.843000,2021-04-19 11:00:00.000000,2021-04-19 10:00:00.000000,20272485,1298406,false,2021-04-21 18:28:48.164000
178495004,152492212,"Yoco, 4th Ave &, 11th St, Parkhurst, Randburg, 2193, South Africa, Parkhurst Hub-1-Ystore Huddle Two (4), Parkhurst Hub-1-JHB Office Boardroom (10)",complete,2020-02-27 13:08:43.447000,2021-05-10 10:31:05.640000,2020-03-05 09:00:00.000000,2020-03-05 08:00:00.000000,12705870,1298406,false,2021-05-10 12:30:33.643000
243209616,198181234,,complete,2021-05-14 14:28:08.925000,2021-05-25 13:59:25.823000,2021-05-21 13:45:00.000000,2021-05-21 13:00:00.000000,19618096,1298406,false,2021-05-25 18:55:43.512000
224997645,187001480,,complete,2021-02-03 09:04:29.478000,2021-02-03 09:06:05.833000,2021-02-03 07:00:00.000000,2021-02-03 06:00:00.000000,17254244,1298406,false,2021-03-09 14:08:14.031000
231660836,188216027,,complete,2021-03-11 07:16:09.468000,2021-04-19 10:21:03.264000,2021-03-12 08:00:00.000000,2021-03-12 07:00:00.000000,19618097,1298406,false,2021-04-19 12:28:36.784000
229723349,187025117,,complete,2021-03-01 17:54:39.684000,2021-04-16 13:54:13.653000,2021-03-05 12:45:00.000000,2021-03-05 11:45:00.000000,16402596,1298406,false,2021-04-16 18:28:18.007000
221594962,183428376,,complete,2021-01-15 06:00:34.752000,2021-02-02 07:21:46.208000,2021-01-15 12:45:00.000000,2021-01-15 12:00:00.000000,16402588,1298406,false,2021-03-09 14:08:13.765000
173160090,147497291,"Yoco - Shortmarket Street, Shortmarket Hub-6-Meeting Room S (6)",complete,2020-01-24 14:07:48.825000,2021-01-27 12:24:09.132000,2020-01-27 14:45:00.000000,2020-01-27 14:00:00.000000,14101934,473239,false,2021-03-09 14:08:13.246000
177539542,147620447,"Yoco - Shortmarket Street, Shortmarket Hub-6-Meeting Room C (8)",complete,2020-02-21 13:29:15.463000,2020-03-11 17:08:32.080000,2020-03-03 11:30:00.000000,2020-03-03 11:15:00.000000,14813677,473239,false,2021-03-09 14:08:13.246000
243723996,198865941,,complete,2021-05-18 09:15:33.888000,2021-05-26 08:41:08.385000,2021-05-20 11:00:00.000000,2021-05-20 10:00:00.000000,21205724,484360,false,2021-05-26 12:57:16.931000
177842150,150301476,"Yoco - Room C, Shortmarket Hub-6-Meeting Room C (8)",complete,2020-02-24 10:37:49.394000,2020-03-05 12:53:14.104000,2020-02-28 10:00:00.000000,2020-02-28 09:30:00.000000,6631328,1294352,false,2021-03-09 14:08:13.513000
181080104,151455611,Yoco - Remote via Zoom,complete,2020-03-16 16:24:37.202000,2021-05-10 12:46:38.585000,2020-04-07 09:15:00.000000,2020-04-07 08:30:00.000000,14430324,473239,false,2021-05-10 18:32:28.769000
232956780,192507233,,complete,2021-03-18 14:07:43.333000,2021-05-12 10:11:20.574000,2021-03-25 09:45:00.000000,2021-03-25 09:00:00.000000,13848377,1298406,false,2021-05-12 12:30:56.450000
174924934,150037656,"56 Shortmarket Street, Yoco 7th Floor 56 Shortmarket Room C",complete,2020-02-05 07:44:11.550000,2020-02-18 17:15:57.666000,2020-02-06 13:00:00.000000,2020-02-06 12:00:00.000000,14604659,452763,false,2021-03-09 14:08:13.513000
231186578,190627694,,complete,2021-03-09 08:33:38.108000,2021-03-11 19:48:20.806000,2021-03-10 09:00:00.000000,2021-03-10 08:30:00.000000,18584058,484360,false,2021-03-11 20:21:34.963000
227499744,187175593,,complete,2021-02-17 08:22:34.686000,2021-03-16 15:16:15.949000,2021-02-19 12:00:00.000000,2021-02-19 11:30:00.000000,18584058,484360,false,2021-03-16 18:33:07.539000
