id,candidate_id,applied_at,rejected_at,last_activity_at,prospect,location_address,status,is_deleted,source_id,rejected_reason_id,credited_to_user_id,current_stage_id,prospect_pool_id,prospect_stage_id,prospect_owner_id,_fivetran_deleted,_fivetran_synced
146664170,130744697,2020-01-07 07:44:03.514000,2020-02-19 10:30:08.485000,2020-02-19 10:30:08.519000,false,"Cape Town, Western Cape, South Africa",rejected,,2,18053,,9186347,,,,false,2021-03-09 13:18:21.536000
147299409,131299559,2020-01-10 20:28:01.637000,2020-01-14 20:31:34.709000,2020-01-16 06:00:04.584000,false,,rejected,,2,26000,,9110598,,,,false,2021-03-09 13:20:43.801000
147831880,131816072,2020-01-15 21:01:07.473000,2020-01-20 14:13:05.565000,2020-01-21 14:13:08.259000,false,,rejected,,2,9,,9110496,,,,false,2021-03-09 13:22:14.846000
150731339,134590149,2020-02-11 19:06:03.482000,2021-01-27 12:24:50.020000,2021-01-27 12:24:50.120000,false,"Parow, Western Cape, South Africa",rejected,,2,33,,9558048,,,,false,2021-03-09 13:28:35.133000
168448407,151449878,2020-08-24 09:55:01.773000,2020-08-27 12:06:44.312000,2020-08-27 12:06:45.248000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,8287838,,,,false,2021-03-09 13:45:51.997000
198174473,179768211,2021-05-05 08:12:01.371000,2021-05-06 13:31:22.165000,2021-05-06 13:31:22.430000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,13428453,,,,false,2021-05-06 18:27:45.231000
199015125,180575695,2021-05-12 14:56:02.301000,,2021-05-20 18:15:20.435000,false,"Johannesburg, Gauteng, South Africa",active,,2,,,13630945,,,,false,2021-05-20 18:27:37.249000
185043040,167192169,2021-01-19 08:56:02.692000,2021-02-02 07:22:07.480000,2021-02-02 07:44:53.255000,false,,rejected,,2,26000,,10605233,,,,false,2021-03-09 13:54:32.199000
186420823,168507530,2021-01-29 12:50:00.443000,2021-02-02 06:41:13.290000,2021-02-04 06:41:16.465000,false,,rejected,,2,26000,,11623159,,,,false,2021-03-09 13:58:05.724000
187888643,169927754,2021-02-10 10:05:01.585000,2021-02-24 12:41:52.247000,2021-02-25 12:41:55.021000,false,,rejected,,2,26000,,12271414,,,,false,2021-03-09 14:00:27.981000
152094083,135904535,2020-02-24 17:02:04.590000,2020-03-27 10:03:10.805000,2020-03-27 10:03:11.507000,false,,rejected,,2,26000,,9528595,,,,false,2021-03-09 13:35:04.821000
190159747,172117437,2021-03-01 10:31:01.460000,2021-03-09 15:56:14.534000,2021-03-09 15:56:15.830000,false,"Gauteng Rural, Gauteng, South Africa",rejected,,2,26000,,12484385,,,,false,2021-03-09 20:44:15.111000
191973191,173833954,2021-03-14 10:41:01.018000,2021-03-16 07:58:47.842000,2021-03-16 07:58:48.103000,false,"Alberton, Gauteng, South Africa",rejected,,2,26000,,12915046,,,,false,2021-03-16 12:32:19.869000
187151878,169215651,2021-02-04 07:16:02.403000,,2021-03-16 13:09:36.927000,false,"Durbanville, Western Cape, South Africa",hired,,2,,,,,,,false,2021-03-16 18:32:06.086000
196652236,178316288,2021-04-22 09:53:39.587000,2021-05-17 09:22:16.517000,2021-05-17 09:22:16.570000,false,,rejected,,139933,26000,637602,13367395,,,,false,2021-05-17 12:27:37.071000
185242908,167380562,2021-01-20 17:14:03.224000,2021-01-21 08:07:06.825000,2021-01-25 06:15:01.997000,false,"Stellenbosch, Western Cape, South Africa",rejected,,2,15703,,11546382,,,,false,2021-03-09 13:55:19.137000
188458512,170477523,2021-02-15 16:50:04.661000,2021-02-24 12:41:49.824000,2021-02-25 12:41:53.729000,false,,rejected,,2,26000,,12271414,,,,false,2021-03-09 14:01:59.795000
148143337,132111415,2020-01-18 16:03:03.863000,2020-02-24 12:02:24.984000,2020-02-24 12:02:25.536000,false,"Accra, Greater Accra, Ghana",rejected,,2,16318,,5749234,,,,false,2021-03-09 13:22:42.143000
148391197,132355966,2020-01-21 11:17:01.947000,2020-03-05 08:45:18.113000,2020-03-05 08:45:18.209000,false,,rejected,,2,15703,,9110496,,,,false,2021-03-09 13:23:27.501000
149017469,132950617,2020-01-27 12:24:04.203000,2020-03-19 07:20:39.965000,2020-03-19 07:20:40.782000,false,,rejected,,2,18053,,9404618,,,,false,2021-03-09 13:25:26.397000
152245745,136050450,2020-02-25 18:02:08.203000,2020-03-24 15:31:50.602000,2020-03-24 15:31:50.735000,false,,rejected,,2,16561,,9585626,,,,false,2021-03-09 13:35:30.319000
191349070,173261300,2021-03-10 14:42:04.094000,2021-03-15 14:17:42.696000,2021-03-15 14:17:42.746000,false,"Sliema, Malta",rejected,,2,26000,,12915047,,,,false,2021-03-15 18:31:30.945000
194676956,176438924,2021-04-06 09:37:01.309000,2021-04-12 11:57:50.004000,2021-04-12 11:57:50.321000,false,,rejected,,2,26000,,13234901,,,,false,2021-04-12 12:29:05.741000
194790097,176546181,2021-04-07 01:18:00.501000,2021-04-12 14:08:42.933000,2021-04-12 14:08:43.239000,false,,rejected,,2,26000,,13234901,,,,false,2021-04-12 18:28:19.341000
194405857,176174277,2021-04-03 11:35:00.656000,2021-04-15 11:21:21.401000,2021-04-15 11:21:21.624000,false,,rejected,,2,26000,,13234901,,,,false,2021-04-15 12:29:24.220000
197071302,178715084,2021-04-26 14:31:02.026000,2021-04-30 11:18:02.777000,2021-04-30 11:18:03.360000,false,"Lagos, Nigeria",rejected,,2,26000,,13429679,,,,false,2021-04-30 12:27:46.693000
152763374,136547106,2020-03-01 15:19:04.404000,2021-05-10 12:45:11.041000,2021-05-10 12:45:11.184000,false,,rejected,,2,16561,,9528596,,,,false,2021-05-10 18:30:43.404000
198872270,180438418,2021-05-11 15:13:09.067000,2021-05-18 15:06:32.825000,2021-05-18 15:06:33.069000,false,,rejected,,2,26000,,13234901,,,,false,2021-05-18 18:29:55.520000
180266616,162771308,2020-12-04 06:44:02.503000,2020-12-09 11:46:34.658000,2020-12-09 11:46:35.157000,false,"Sandton, Gauteng, South Africa",rejected,,2,26000,,11202778,,,,false,2021-03-09 13:48:07.716000
182772094,165170880,2020-12-31 10:39:01.358000,2021-01-04 11:03:01.042000,2021-01-04 11:03:01.367000,false,"Ekurhuleni, Gauteng, South Africa",rejected,,2,26000,,11202778,,,,false,2021-03-09 13:49:17.005000
185188380,167328638,2021-01-20 05:58:01.484000,2021-01-25 19:22:34.545000,2021-01-25 19:22:35.052000,false,,rejected,,2,26000,,11352363,,,,false,2021-03-09 13:54:55.299000
189258677,171247777,2021-02-22 10:26:01.250000,2021-02-23 08:20:26.039000,2021-03-02 08:00:02.769000,false,"Pietermaritzburg, Kwazulu-Natal, South Africa",rejected,,2,26000,,12323333,,,,false,2021-03-09 14:03:34.917000
146705178,130783923,2020-01-07 17:13:56.081000,2020-01-20 14:13:11.108000,2020-01-21 14:13:14.243000,false,,rejected,,2,9,,9110496,,,,false,2021-03-09 13:19:04.275000
150185638,134065229,2020-02-06 12:46:56.213000,,2020-03-11 17:51:17.873000,false,,hired,,13,,1192075,,,,,false,2021-03-09 13:27:26.447000
152838736,136621403,2020-03-02 12:50:02.731000,2020-03-02 19:45:50.636000,2020-03-03 19:45:57.742000,false,,rejected,,2,15703,,9410998,,,,false,2021-03-09 13:37:10.011000
153570777,137323437,2020-03-08 06:39:00.469000,2020-03-12 11:19:22.524000,2020-03-13 11:19:24.109000,false,,rejected,,2,15703,,9676971,,,,false,2021-03-09 13:39:06.713000
193562971,175359262,2021-03-26 15:59:14.909000,,2021-05-20 11:01:06.969000,false,,hired,,134589,,1298406,,,,,false,2021-05-20 12:29:05.666000
162301579,145555615,2020-06-23 08:33:03.294000,2020-06-29 09:11:19.269000,2020-06-29 09:11:19.816000,false,"Kraaifontein, Western Cape, South Africa",rejected,,2,26000,,8287838,,,,false,2021-03-09 13:42:14.943000
168514116,145719708,2020-08-24 18:31:08.625000,2020-09-02 09:45:04.945000,2020-09-02 09:45:05.952000,false,"Durban, KwaZulu-Natal, South Africa",rejected,,2,26000,,8287838,,,,false,2021-03-09 13:45:54.743000
192218216,174072233,2021-03-16 13:36:00.962000,2021-03-23 10:02:15.316000,2021-03-23 10:02:15.948000,false,"Pretoria, Gauteng, South Africa",rejected,,2,26000,,12915046,,,,false,2021-03-23 12:31:42.217000
193907227,175693629,2021-03-30 09:08:01.722000,2021-04-08 15:06:32.079000,2021-04-08 15:06:32.702000,false,"Kempton Park, Gauteng, South Africa",rejected,,2,15703,,12936888,,,,false,2021-04-08 18:28:11.557000
194421072,176189433,2021-04-03 17:32:00.897000,2021-04-12 14:11:29.858000,2021-04-12 14:11:30.453000,false,,rejected,,2,26000,,13234901,,,,false,2021-04-12 18:28:15.469000
153456793,137213154,2020-03-06 17:00:03.175000,2021-05-10 12:24:24.738000,2021-05-10 12:55:19.090000,false,,rejected,,2,18053,,9557872,,,,false,2021-05-10 18:31:34.276000
199068709,180626531,2021-05-12 21:00:07.822000,,2021-05-12 21:00:14.104000,false,"Cape Town, Western Cape, South Africa",active,,2,,,13428453,,,,false,2021-05-13 00:27:27.851000
193215977,175036864,2021-03-24 10:02:02.157000,2021-05-20 05:54:38.677000,2021-05-21 05:54:40.485000,false,,rejected,,2,17601,,11623162,,,,false,2021-05-21 06:27:29.247000
188419560,170439659,2021-02-15 08:37:01.817000,2021-02-15 12:42:03.686000,2021-02-16 07:37:25.626000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,12323333,,,,false,2021-03-09 14:01:56.402000
162302550,145556560,2020-06-23 08:58:02.867000,2020-06-29 09:19:10.924000,2020-08-27 12:07:03.488000,false,"Roodepoort, Johannesburg, Gauteng, South Africa",rejected,,2,26000,,8287838,,,,false,2021-03-09 13:42:15.195000
162549147,145791489,2020-06-25 12:59:02.616000,2020-06-29 12:32:38.498000,2020-06-29 12:32:38.811000,false,,rejected,,33,26000,,8287838,,,,false,2021-03-09 13:42:47.004000
166695246,149768374,2020-08-07 12:04:00.725000,2020-08-20 10:52:59.589000,2020-08-20 10:53:01.272000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,8287838,,,,false,2021-03-09 13:45:23.583000
192194843,126224476,2021-03-16 07:54:47.118000,,2021-04-13 08:00:18.172000,true,"Cape Town, Western Cape, South Africa",converted,,27,,1061223,,,,,false,2021-04-13 12:27:55.772000
196796809,178448293,2021-04-23 10:58:01.168000,2021-05-02 15:57:02.120000,2021-05-02 15:57:02.427000,false,,rejected,,2,26000,,13234901,,,,false,2021-05-02 18:28:08.990000
199648037,181172181,2021-05-18 07:11:01.728000,2021-05-20 11:16:07.695000,2021-05-20 11:16:08.253000,false,,rejected,,2,26000,,13234901,,,,false,2021-05-20 12:29:44.402000
199004471,180565431,2021-05-12 13:32:04.591000,,2021-05-21 14:05:27.939000,false,,active,,2,,,13527580,,,,false,2021-05-21 18:55:10.955000
168939019,151921902,2020-08-27 08:28:01.734000,2020-09-02 10:14:09.999000,2020-09-02 10:14:10.412000,false,"Mitchells Plain, Western Cape, South Africa",rejected,,2,26000,,8287838,,,,false,2021-03-09 13:46:33.219000
182253753,164664680,2020-12-23 16:59:06.356000,2021-01-04 10:55:18.638000,2021-01-04 10:55:19.162000,false,"Pune, Maharashtra, India",rejected,,2,26000,,11202778,,,,false,2021-03-09 13:48:58.796000
148225674,132193393,2020-01-19 22:52:03.587000,2020-01-23 18:18:07.072000,2020-01-23 18:18:07.580000,false,"Cape Town, Western Cape, South Africa",rejected,,2,15380,,8338215,,,,false,2021-03-09 13:22:45.322000
148587890,132543709,2020-01-22 20:11:05.059000,,2020-02-14 09:29:45.138000,false,,active,,2,,,9404594,,,,false,2021-03-09 13:24:13.078000
151345961,135180534,2020-02-17 20:19:02.569000,2020-03-25 17:16:44.630000,2020-03-26 06:00:05.225000,false,,rejected,,2,18053,,9585626,,,,false,2021-03-09 13:32:17.473000
153313610,137075590,2020-03-05 09:13:20.429000,,2020-03-25 13:15:57.501000,false,,active,,27,,1298406,9517935,,,,false,2021-03-09 13:38:23.655000
154662072,138358013,2020-03-19 15:17:04.241000,2020-03-20 07:05:39.261000,2020-03-23 07:45:06.263000,false,,rejected,,2,15703,,9676970,,,,false,2021-03-09 13:41:25.876000
162306294,145560177,2020-06-23 10:30:02.739000,2020-06-29 09:28:39.107000,2020-06-29 09:28:39.720000,false,"Midrand, Johannesburg, Gauteng, South Africa",rejected,,2,26000,,8287838,,,,false,2021-03-09 13:42:17.006000
192058883,173918393,2021-03-15 12:24:01.278000,2021-04-01 06:47:42.534000,2021-04-01 06:47:43.145000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,13023767,,,,false,2021-04-01 12:28:08.472000
196564758,178232017,2021-04-21 17:53:05.638000,2021-04-26 14:59:03.518000,2021-04-26 14:59:03.830000,false,,rejected,,2,26000,,11623159,,,,false,2021-04-26 18:27:34.223000
197951596,179553762,2021-05-03 19:27:06.109000,,2021-05-03 19:27:06.920000,false,"City of Cape Town, Western Cape, South Africa",active,,2,,,12845040,,,,false,2021-05-04 00:28:06.766000
154455738,138161217,2020-03-17 08:25:00.995000,2021-05-10 12:44:18.305000,2021-05-10 12:44:18.367000,false,,rejected,,2,16561,,9411062,,,,false,2021-05-10 18:30:47.677000
187179458,95542289,2021-02-04 14:22:26.522000,,2021-02-18 12:15:16.495000,false,,hired,,134589,,441896,,,,,false,2021-03-09 13:59:18.324000
190490025,172435607,2021-03-03 14:17:03.215000,2021-03-04 12:23:32.411000,2021-03-05 12:23:33.696000,false,"Midrand, Gauteng, South Africa",rejected,,2,26000,,12915046,,,,false,2021-03-09 14:06:04.541000
150511419,134380621,2020-02-10 04:39:04.175000,2020-03-06 09:59:42.618000,2020-03-06 09:59:43.116000,false,"Dubai, Dubai Emirate, United Arab Emirates",rejected,,2,26000,,8338215,,,,false,2021-03-09 13:27:48.150000
150817201,134668957,2020-02-12 08:13:02.526000,2021-01-27 12:24:49.909000,2021-01-27 12:24:50.017000,false,"Cape Town, Western Cape, South Africa",rejected,,33,33,,9558048,,,,false,2021-03-09 13:29:01.791000
151653293,135476568,2020-02-20 00:19:03.700000,2020-03-25 17:13:51.827000,2020-03-26 06:00:04.208000,false,,rejected,,2,18053,,9585626,,,,false,2021-03-09 13:33:36.232000
152960617,136739127,2020-03-03 06:23:03.603000,2020-03-05 11:22:22.535000,2020-03-06 11:22:24.056000,false,,rejected,,2,15221,,9648370,,,,false,2021-03-09 13:37:15.395000
186255542,168349969,2021-01-28 05:43:02.545000,2021-02-24 12:35:20.490000,2021-02-24 12:35:20.746000,false,"Leondale, Gauteng, South Africa",rejected,,2,26000,,11653734,,,,false,2021-03-09 13:57:45.317000
187476223,169527120,2021-02-07 06:34:00.427000,2021-02-08 14:59:49.894000,2021-02-08 14:59:50.539000,false,"Cape Town, Western Cape, South Africa",rejected,,2,15221,,11836057,,,,false,2021-03-09 13:59:41.743000
146752096,130828353,2020-01-07 22:49:04.416000,2020-01-20 14:13:07.869000,2020-01-21 14:13:09.419000,false,,rejected,,2,9,,9110496,,,,false,2021-03-09 13:19:08.361000
150830925,134682081,2020-02-12 12:43:01.991000,2020-03-17 11:31:09.374000,2020-03-18 11:31:16.077000,false,,rejected,,2,26000,,9557492,,,,false,2021-03-09 13:29:24.651000
191468943,173377156,2021-03-11 06:57:02.307000,2021-03-16 14:38:03.782000,2021-03-16 14:38:04.170000,false,"Lusaka, Zambia",rejected,,2,15703,,13023766,,,,false,2021-03-16 18:32:58.175000
192041706,173901781,2021-03-15 07:35:47.453000,2021-03-18 12:20:16.944000,2021-03-18 12:20:17.518000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,12915046,,,,false,2021-03-18 12:29:14.130000
197508745,179134255,2021-04-29 11:58:53.494000,,2021-04-30 12:08:39.143000,false,,active,,207265,,1298406,11155893,,,,false,2021-04-30 12:28:06.162000
155008957,136750820,2020-03-24 12:07:39.202000,2021-05-10 12:43:25.250000,2021-05-19 09:33:06.536000,false,,rejected,,2,16561,,9796072,,,,false,2021-05-19 12:27:45.189000
147615847,131608959,2020-01-14 07:10:02.857000,2020-01-20 14:13:06.560000,2020-01-21 14:13:08.738000,false,,rejected,,2,9,,9110496,,,,false,2021-03-09 13:21:33.176000
150755132,134612766,2020-02-11 21:50:07.309000,2020-03-10 08:18:05.104000,2020-03-10 08:18:05.151000,false,,rejected,,2,30992,,9528595,,,,false,2021-03-09 13:28:38.944000
152214243,136020416,2020-02-25 13:49:03.728000,2020-03-05 13:54:09.552000,2020-03-05 13:54:09.916000,false,,rejected,,2,15221,,9648370,,,,false,2021-03-09 13:35:27.033000
153837003,137579021,2020-03-10 19:05:07.242000,2020-03-30 13:51:44.442000,2020-03-31 13:52:28.392000,false,,rejected,,33,26000,,9186349,,,,false,2021-03-09 13:39:52.833000
181144423,163610142,2020-12-12 19:52:02.616000,2021-03-09 16:01:55.680000,2021-03-09 16:01:55.951000,false,"Kigali, Kigali Province, Rwanda",rejected,,2,26000,,9046650,,,,false,2021-03-09 20:43:52.556000
179699652,172996569,2020-11-30 09:14:08.057000,2021-01-14 10:18:51.767000,2021-04-12 09:35:40.962000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,10943969,,,,false,2021-04-12 12:28:14.343000
189747011,171719012,2021-02-25 08:32:01.268000,,2021-04-12 15:17:35.644000,true,,converted,,113143,,1298406,,,,,false,2021-04-12 18:27:56.580000
182222165,164634087,2020-12-23 06:27:01.325000,,2021-04-16 13:41:00.972000,false,"Johannesburg, Gauteng, South Africa",active,,2,,,11155888,,,,false,2021-04-16 18:27:52.908000
197881716,179487857,2021-05-03 09:12:01.494000,2021-05-07 13:54:54.290000,2021-05-07 13:54:54.553000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,13429679,,,,false,2021-05-07 18:28:06.444000
198862222,180428797,2021-05-11 14:04:07.892000,2021-05-18 08:00:15.648000,2021-05-19 08:00:17.196000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,13429680,,,,false,2021-05-19 12:28:12.322000
197839787,179446654,2021-05-02 20:14:02.193000,,2021-05-26 09:16:51.031000,false,"Cape Town, Western Cape, South Africa",active,,2,,,12484385,,,,false,2021-05-26 12:55:46.262000
195535609,177261823,2021-04-13 07:16:01.388000,2021-04-13 07:45:39.147000,2021-04-13 07:45:39.625000,false,"Bellville, Western Cape, South Africa",rejected,,2,26000,,13169768,,,,false,2021-04-13 12:28:35.771000
197747581,179359408,2021-05-01 07:39:02.253000,,2021-05-01 07:39:03.314000,false,,active,,2,,,13233413,,,,false,2021-05-01 12:27:27.479000
180148725,170310832,2020-12-03 09:59:01.038000,2020-12-17 14:31:25.884000,2021-05-12 09:59:47.789000,false,"Plettenberg, Western Cape, South Africa",rejected,,2,26000,,11202778,,,,false,2021-05-12 12:29:25.984000
198880574,180445971,2021-05-11 16:04:01.599000,,2021-05-12 09:08:39.640000,false,,active,,2,,,13233413,,,,false,2021-05-12 12:30:08.223000
198683790,180259611,2021-05-10 10:07:00.694000,2021-05-18 15:07:32.050000,2021-05-18 15:07:32.421000,false,,rejected,,2,26000,,13234901,,,,false,2021-05-18 18:29:54.245000
180504139,180278070,2020-12-07 13:57:04.924000,2021-02-12 17:04:14.606000,2021-05-20 10:48:54.719000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,10605234,,,,false,2021-05-20 12:27:49.610000
173790543,156626439,2020-10-08 13:00:04.145000,2020-11-04 13:53:41.978000,2020-11-04 13:53:42.653000,false,"Stellenbosch, Western Cape, South Africa",rejected,,2,26000,,10605233,,,,false,2021-03-09 13:46:58.036000
146540872,130626544,2020-01-06 12:45:04.367000,2020-01-20 14:13:14.608000,2020-01-21 14:13:20.922000,false,,rejected,,2,9,,9110496,,,,false,2021-03-09 13:17:14.646000
149584415,133489297,2020-01-31 19:09:02.718000,2020-02-07 06:47:42.181000,2020-02-07 06:47:42.973000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,8480562,,,,false,2021-03-09 13:26:35.024000
151300980,135137502,2020-02-17 12:47:03.256000,2020-02-17 18:18:27.115000,2020-02-18 18:20:05.836000,false,,rejected,,2,15703,,9410998,,,,false,2021-03-09 13:31:56.154000
162844424,146078193,2020-06-29 14:51:05.775000,2020-07-09 07:42:40.414000,2020-07-09 07:42:41.517000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,8287838,,,,false,2021-03-09 13:43:08.798000
192346609,174194142,2021-03-17 09:45:02.978000,2021-03-18 14:46:49.192000,2021-03-18 14:46:49.557000,false,"Sandton, Gauteng, South Africa",rejected,,2,15703,,13023766,,,,false,2021-03-18 18:31:40.444000
194858192,176610938,2021-04-07 15:15:02.616000,2021-04-14 12:36:34.306000,2021-04-14 12:36:34.891000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,15703,,13023766,,,,false,2021-04-14 18:28:21.650000
196364890,178041197,2021-04-20 08:34:03.802000,2021-04-21 09:42:59.236000,2021-04-21 09:42:59.474000,false,,rejected,,2,26000,,11623159,,,,false,2021-04-21 12:28:44.326000
193688761,175482123,2021-03-28 07:03:00.370000,2021-04-28 09:11:56.948000,2021-04-28 09:11:57.185000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,12915046,,,,false,2021-04-28 12:28:14.089000
197884903,179490959,2021-05-03 10:20:04.672000,2021-05-07 13:53:01.937000,2021-05-07 13:53:02.599000,false,"Mumbai, Maharashtra, India",rejected,,2,26000,,13429679,,,,false,2021-05-07 18:28:06.948000
153105900,136877867,2020-03-04 10:03:01.083000,,2021-05-19 09:33:30.661000,false,,active,,2,,,9676853,,,,false,2021-05-19 12:27:27.903000
176736273,159429831,2020-11-02 08:13:02.373000,2020-11-12 12:30:47.014000,2020-11-12 12:30:49.265000,false,"City of Cape Town, Western Cape, South Africa",rejected,,2,26000,,10943969,,,,false,2021-03-09 13:47:01.302000
184687058,166843064,2021-01-15 17:19:03.303000,2021-01-18 07:05:28.250000,2021-01-20 07:05:29.245000,false,,rejected,,2,26000,,11621390,,,,false,2021-03-09 13:53:17.170000
184843994,166996477,2021-01-17 14:55:01.896000,,2021-01-21 14:53:55.737000,false,"Roodepoort, Gauteng, South Africa",active,,2,,,11653735,,,,false,2021-03-09 13:53:42.164000
185256369,167393485,2021-01-20 18:45:59.267000,2021-02-11 07:29:57.479000,2021-02-11 07:29:57.530000,false,,rejected,,133963,7,1298406,10605238,,,,false,2021-03-09 13:55:19.895000
187816078,169857340,2021-02-09 21:20:04.591000,2021-02-24 12:41:51.171000,2021-02-25 12:41:54.554000,false,,rejected,,2,26000,,12271414,,,,false,2021-03-09 14:00:23.805000
190482293,172428076,2021-03-03 12:44:02.413000,2021-03-04 12:23:12.561000,2021-03-05 12:23:13.066000,false,"City of Cape Town, Western Cape, South Africa",rejected,,2,26000,,12915046,,,,false,2021-03-09 14:06:03.555000
148526639,132486072,2020-01-22 10:10:02.547000,2020-03-05 08:45:17.802000,2020-03-05 08:45:17.912000,false,,rejected,,2,15703,,9110496,,,,false,2021-03-09 13:23:49.567000
