id,name,created_at,updated_at,job_id,_fivetran_deleted,_fivetran_synced
11621220,Preliminary Screening,2021-01-13 11:41:51.141000,2021-01-13 11:41:51.141000,1553536,false,2021-03-09 14:08:06.738000
9537069,StrengthFinders,2020-02-06 09:27:29.199000,2020-02-06 09:27:29.199000,1285352,false,2021-03-09 14:08:03.734000
10943970,Preliminary Phone Screen,2020-10-22 12:16:42.527000,2020-10-22 12:16:42.527000,1462356,false,2021-03-09 14:08:05.710000
12323337,Case Study Interview,2021-02-10 09:12:23.881000,2021-02-18 10:44:27.332000,1650990,false,2021-03-09 14:08:07.405000
13631211,Offer,2021-05-17 18:25:22.519000,2021-05-17 18:25:22.519000,1826174,false,2021-05-18 00:27:33.007000
9411064,Preliminary Screening,2020-01-21 08:33:59.154000,2020-01-21 08:33:59.154000,1268908,false,2021-03-09 14:08:02.974000
9676850,Final Interview,2020-02-26 08:36:38.776000,2020-02-27 13:18:31.332000,1303055,false,2021-03-09 14:08:04.784000
9404623,Reference Checks,2020-01-19 13:08:39.614000,2020-02-10 07:26:13.934000,1268061,false,2021-03-09 14:08:02.973000
9519778,Application Review,2020-02-04 15:15:05.923000,2020-02-04 15:15:05.923000,1282977,false,2021-03-09 14:08:03.729000
13169774,Final Interview,2021-03-24 10:07:56.724000,2021-05-06 17:48:18.964000,1764998,false,2021-05-06 18:28:09.323000
11899296,Team Lead interview,2021-02-01 16:23:22.018000,2021-02-04 13:44:01.636000,1583059,false,2021-03-09 14:08:07.404000
13614640,Face to Face,2021-05-14 13:47:39.064000,2021-05-14 13:47:46.667000,1791578,false,2021-05-14 18:27:56.987000
13638528,Preliminary Phone Screen,2021-05-18 09:47:03.923000,2021-05-18 09:47:03.923000,1827117,false,2021-05-18 12:28:22.403000
9528600,Reference Check,2020-02-05 12:18:42.822000,2020-03-03 14:18:32.322000,1284176,false,2021-03-09 14:08:03.731000
9676971,Preliminary Screening,2020-02-26 09:17:23.098000,2020-02-26 09:17:23.098000,1303067,false,2021-03-09 14:08:05.706000
13235395,Case Study,2021-03-31 13:15:53.672000,2021-03-31 13:17:15.316000,1773497,false,2021-03-31 18:27:56.743000
13626390,Meet and Greet,2021-05-17 13:27:53.714000,2021-05-17 13:31:14.727000,1814262,false,2021-05-17 18:29:34.454000
9528990,Remote Assessment,2020-02-05 13:46:08.182000,2020-02-28 16:09:31.532000,1284231,false,2021-03-09 14:08:03.731000
9971462,Reference Check,2020-04-28 09:55:33.832000,2020-04-28 09:57:10.471000,1338915,false,2021-03-09 14:08:05.709000
13098317,Meet and Greet,2021-03-16 11:54:22.162000,2021-03-16 11:54:22.162000,1755387,false,2021-03-16 12:32:44.566000
9444247,Final Interview,2020-01-24 09:38:03.048000,2020-01-24 09:55:28.320000,1272962,false,2021-03-09 14:08:02.975000
9557496,Final Interview,2020-02-10 12:15:01.187000,2020-02-10 12:15:01.187000,1288183,false,2021-03-09 14:08:03.734000
11546389,Offer,2021-01-05 07:32:32.951000,2021-01-08 14:43:16.274000,1543419,false,2021-03-09 14:08:06.738000
13134636,Reference Check,2021-03-19 11:53:54.764000,2021-03-19 11:53:54.764000,1760355,false,2021-03-19 12:31:24.790000
9713383,Reference Check,2020-03-03 11:05:14.360000,2020-03-03 11:05:14.360000,1308063,false,2021-03-09 14:08:05.707000
9805217,Final Interview,2020-03-17 08:54:24.251000,2020-03-17 08:54:24.251000,1320337,false,2021-03-09 14:08:05.709000
11352440,Case Study,2020-12-02 11:43:20.497000,2020-12-02 11:43:20.497000,1518945,false,2021-03-09 14:08:06.737000
11667784,Final Interview,2021-01-19 19:10:29.714000,2021-01-19 19:10:41.432000,1559791,false,2021-03-09 14:08:06.741000
13375830,Reference Check,2021-04-17 08:10:51.467000,2021-04-17 08:10:51.467000,1792726,false,2021-04-17 12:28:07.820000
9404595,Offer,2020-01-19 12:07:24.083000,2020-01-24 13:28:18.613000,1268057,false,2021-03-09 14:08:02.972000
13604262,Meet and Greet,2021-05-13 14:42:36.273000,2021-05-13 14:42:36.273000,1822856,false,2021-05-13 18:28:40.652000
13630950,Reference Check,2021-05-17 18:06:21.563000,2021-05-17 18:06:21.563000,1826140,false,2021-05-17 18:29:34.455000
9445579,Case Study,2020-01-24 13:15:49.185000,2020-01-24 13:28:18.380000,1268057,false,2021-03-09 14:08:02.972000
12273323,Offer,2021-02-09 15:02:55.636000,2021-02-09 15:16:33.486000,1644205,false,2021-03-09 14:08:07.405000
12845042,Case Study,2021-02-17 17:03:23.998000,2021-02-17 17:03:23.998000,1721356,false,2021-03-09 14:08:07.407000
13233416,Competency Based Interview,2021-03-31 07:26:20.232000,2021-03-31 07:34:45.384000,1773303,false,2021-03-31 08:30:37.847000
9411068,Meet and Greet,2020-01-21 08:33:59.348000,2020-01-21 08:33:59.348000,1268908,false,2021-03-09 14:08:02.975000
10943972,StrengthFinders,2020-10-22 12:16:42.564000,2020-10-22 12:20:17.263000,1462356,false,2021-03-09 14:08:05.710000
11653721,Reference Check,2021-01-16 10:42:14.963000,2021-01-16 10:42:14.963000,1557934,false,2021-03-09 14:08:06.740000
13428457,culture interview,2021-04-23 10:08:41.907000,2021-04-23 10:13:23.665000,1799751,false,2021-04-23 12:29:32.749000
11351949,Case Study,2020-12-02 11:08:15.408000,2020-12-02 11:08:15.408000,1518881,false,2021-03-09 14:08:06.735000
11352368,Final Interview,2020-12-02 11:32:18.574000,2020-12-02 11:32:18.574000,1518935,false,2021-03-09 14:08:06.736000
12915049,Competency Based Interview,2021-02-23 17:50:06.640000,2021-02-23 17:53:05.561000,1730731,false,2021-03-09 14:08:07.787000
9537068,Reference Check,2020-02-06 09:27:29.186000,2020-02-06 09:27:29.186000,1285352,false,2021-03-09 14:08:03.734000
9404611,Final Interview,2020-01-19 12:43:41.628000,2020-02-05 07:09:13.153000,1268057,false,2021-03-09 14:08:02.972000
10605237,StrengthFinders,2020-09-03 07:22:13.937000,2020-09-03 07:25:56.086000,1419928,false,2021-03-09 14:08:05.710000
9537195,Final Interview,2020-02-06 09:58:42.869000,2020-02-06 09:58:42.869000,1285372,false,2021-03-09 14:08:03.734000
9778170,Final Interview,2020-03-11 13:24:41.711000,2020-03-11 13:35:53.350000,1296925,false,2021-03-09 14:08:04.782000
13169771,Competency Based Interview,2021-03-24 10:07:56.684000,2021-05-13 14:40:32.240000,1764998,false,2021-05-13 18:28:40.465000
13650327,Shortlist,2021-05-19 07:25:17.114000,2021-05-19 07:25:17.114000,1828636,false,2021-05-19 12:28:37.251000
9404617,Application Review,2020-01-19 13:08:39.464000,2020-01-19 13:08:39.464000,1268061,false,2021-03-09 14:08:02.972000
12845045,StrengthFinders,2021-02-17 17:03:24.123000,2021-02-17 17:03:24.123000,1721356,false,2021-03-09 14:08:07.407000
12981838,Technical Interview,2021-03-03 09:07:01.113000,2021-03-03 09:07:01.113000,1739664,false,2021-03-09 14:08:07.789000
9411070,Offer,2020-01-21 08:33:59.392000,2020-01-21 08:33:59.392000,1268908,false,2021-03-09 14:08:02.975000
9676972,Technical Interview,2020-02-26 09:17:23.129000,2020-02-26 09:22:19.842000,1303067,false,2021-03-09 14:08:05.706000
11351952,Reference Check,2020-12-02 11:08:15.456000,2020-12-02 11:08:15.456000,1518881,false,2021-03-09 14:08:06.735000
12845885,Reference Check,2021-02-17 17:07:18.241000,2021-02-17 17:07:18.241000,1721470,false,2021-03-09 14:08:07.407000
9410998,Application Review,2020-01-21 08:04:28.770000,2020-01-21 08:04:28.770000,1268899,false,2021-03-09 14:08:02.973000
11546387,Final Interview,2021-01-05 07:32:32.916000,2021-02-11 04:58:30.027000,1543419,false,2021-03-09 14:08:06.738000
12273315,Shortlist,2021-02-09 15:02:55.436000,2021-02-09 15:14:18.821000,1644205,false,2021-03-09 14:08:07.405000
12872282,Typeform Screening,2021-02-18 10:41:12.762000,2021-02-18 10:41:18.886000,1650990,false,2021-03-09 14:08:07.405000
13575945,Application Review,2021-05-11 12:26:38.184000,2021-05-11 12:26:38.184000,1819410,false,2021-05-11 18:28:06.028000
11687475,StrengthFinders,2021-01-21 13:40:07.837000,2021-01-21 13:40:07.837000,1562421,false,2021-03-09 14:08:07.403000
13169776,Offer,2021-03-24 10:07:56.755000,2021-05-06 17:48:03.233000,1764998,false,2021-05-06 18:28:09.324000
9648376,Offer,2020-02-21 09:40:00.521000,2020-03-05 08:56:33.826000,1299254,false,2021-03-09 14:08:04.783000
13750485,Offer,2021-05-31 11:03:46.378000,2021-05-31 11:03:46.378000,1841442,false,2021-05-31 12:55:46.843000
13780872,Technical Skills Interview,2021-06-03 14:36:36.891000,2021-06-03 14:36:36.891000,1845510,false,2021-06-03 18:55:10.124000
9536873,Reference Check,2020-02-06 08:53:59.258000,2020-02-06 08:53:59.258000,1285324,false,2021-03-09 14:08:03.733000
11546385,Case Study,2021-01-05 07:32:32.893000,2021-02-11 04:58:30.035000,1543419,false,2021-03-09 14:08:06.738000
13604213,Culture Fit,2021-05-13 14:38:43.095000,2021-05-13 14:38:43.095000,1822856,false,2021-05-13 18:28:40.652000
13650332,StrengthFinders,2021-05-19 07:25:17.224000,2021-05-19 07:27:51.975000,1828636,false,2021-05-19 12:28:37.251000
9671514,Remote Assessment,2020-02-25 17:47:03.742000,2020-02-25 17:47:03.742000,1302363,false,2021-03-09 14:08:04.784000
11653739,Final Interview,2021-01-16 10:56:19.310000,2021-01-16 10:59:41.765000,1557936,false,2021-03-09 14:08:06.741000
9557877,Reference Check,2020-02-10 13:55:58.131000,2020-03-17 11:41:31.130000,1288245,false,2021-03-09 14:08:04.780000
9686040,Face to Face,2020-02-27 10:15:51.612000,2020-02-27 10:15:51.612000,1299254,false,2021-03-09 14:08:04.783000
12023187,Preliminary Screening,2021-02-04 14:13:38.945000,2021-02-04 14:14:20.061000,1609600,false,2021-03-09 14:08:07.404000
9404610,StrengthFinder Assessment,2020-01-19 12:43:15.388000,2020-02-05 07:09:13.145000,1268057,false,2021-03-09 14:08:02.972000
9411006,Offer,2020-01-21 08:04:29.050000,2020-01-21 08:10:18.916000,1268899,false,2021-03-09 14:08:02.974000
9676847,Preliminary Screening,2020-02-26 08:36:38.666000,2020-02-26 08:36:38.666000,1303055,false,2021-03-09 14:08:04.784000
13543602,Preliminary Phone Screen,2021-05-06 17:47:11.221000,2021-05-06 17:48:18.993000,1764998,false,2021-05-06 18:28:09.324000
13631206,Face to Face,2021-05-17 18:25:22.383000,2021-05-17 18:25:22.383000,1826174,false,2021-05-18 00:27:33.004000
9537197,Offer,2020-02-06 09:58:42.932000,2020-02-06 09:58:42.932000,1285372,false,2021-03-09 14:08:03.734000
9593893,StrengthFinders,2020-02-13 09:10:08.168000,2020-02-13 09:10:08.168000,1292092,false,2021-03-09 14:08:04.781000
13429680,Competency Based Interview,2021-04-23 13:47:59.503000,2021-04-23 13:54:42.865000,1799919,false,2021-04-23 18:27:46.000000
13537991,Offer,2021-05-06 06:05:13.825000,2021-05-17 13:35:26.781000,1814262,false,2021-05-17 18:29:34.454000
11141131,Meet and greet,2020-11-23 16:06:01.495000,2021-02-04 14:49:57.599000,1487978,false,2021-03-09 14:08:05.711000
13537984,Application Review,2021-05-06 06:05:13.686000,2021-05-06 06:05:13.686000,1814262,false,2021-05-06 06:27:35.356000
9528596,Preliminary Screening,2020-02-05 12:18:42.726000,2020-02-05 12:18:42.726000,1284176,false,2021-03-09 14:08:03.731000
9686772,StrengthFinders,2020-02-27 13:13:24.142000,2020-02-27 13:13:24.142000,1303055,false,2021-03-09 14:08:04.784000
11621223,Reference Check,2021-01-13 11:41:51.214000,2021-01-13 11:41:51.214000,1553536,false,2021-03-09 14:08:06.738000
13638533,Offer,2021-05-18 09:47:04.080000,2021-05-18 09:47:04.080000,1827117,false,2021-05-18 12:28:22.404000
9537067,Final Interview,2020-02-06 09:27:29.154000,2020-02-06 09:27:29.154000,1285352,false,2021-03-09 14:08:03.733000
12484393,Offer,2021-02-12 13:51:18.894000,2021-02-12 13:51:18.894000,1671974,false,2021-03-09 14:08:07.406000
13575950,Reference Check,2021-05-11 12:26:38.358000,2021-05-11 12:27:09.947000,1819410,false,2021-05-11 18:28:06.258000
9805213,Shortlist,2020-03-17 08:54:24.157000,2020-03-17 08:54:24.157000,1320337,false,2021-03-09 14:08:05.709000
13650787,StrengthFinders,2021-05-19 09:00:52.557000,2021-05-19 09:00:52.557000,1828701,false,2021-05-19 12:28:37.253000
13631038,Final Interview,2021-05-17 18:10:12.259000,2021-05-17 18:13:24.139000,1826150,false,2021-05-17 18:29:34.456000
9517942,Offer,2020-02-04 09:38:27.380000,2020-02-04 09:38:27.380000,1282719,false,2021-03-09 14:08:03.728000
11623236,WHO Interview,2021-01-13 16:18:10.281000,2021-01-13 16:19:13.737000,1553791,false,2021-03-09 14:08:06.739000
13169769,Shortlist,2021-03-24 10:07:56.648000,2021-03-24 10:31:51.334000,1764998,false,2021-03-24 12:32:36.528000
13513114,Reference Check,2021-05-04 11:22:45.592000,2021-05-04 11:22:45.592000,1810989,false,2021-05-04 12:28:15.288000
11621393,Face to Face,2021-01-13 12:23:30.503000,2021-01-21 10:10:43.891000,1553559,false,2021-03-09 14:08:06.739000
9376035,Final Interview,2020-01-15 10:51:00.366000,2020-01-20 09:53:55.536000,1264191,false,2021-03-09 14:08:02.972000
9557878,Offer,2020-02-10 13:55:58.145000,2020-03-17 11:41:31.132000,1288245,false,2021-03-09 14:08:04.780000
9593889,Face to Face,2020-02-13 09:10:08.100000,2020-02-13 09:10:08.100000,1292092,false,2021-03-09 14:08:04.781000
9557494,Technical Interview,2020-02-10 12:15:01.136000,2020-02-10 12:15:01.136000,1288183,false,2021-03-09 14:08:03.734000
9536874,StrengthFinders,2020-02-06 08:53:59.272000,2020-02-06 08:53:59.272000,1285324,false,2021-03-09 14:08:03.733000
9537419,Preliminary Screening,2020-02-06 10:43:57.483000,2020-02-06 10:44:04.994000,1237613,false,2021-03-09 14:08:02.159000
10943973,Final Interview,2020-10-22 12:16:42.580000,2020-10-22 12:20:17.270000,1462356,false,2021-03-09 14:08:05.710000
12936893,Final Interview,2021-02-25 15:56:28.510000,2021-02-25 16:00:07.214000,1733614,false,2021-03-09 14:08:07.788000
9676976,Offer,2020-02-26 09:17:23.230000,2020-02-26 09:17:23.230000,1303067,false,2021-03-09 14:08:05.706000
11623160,Preliminary Screening,2021-01-13 16:12:09.883000,2021-01-13 16:12:09.883000,1553791,false,2021-03-09 14:08:06.739000
13630948,Technical Interview/Case Study,2021-05-17 18:06:21.492000,2021-05-17 18:08:12.849000,1826140,false,2021-05-17 18:29:34.455000
9648373,Remote Assessment,2020-02-21 09:40:00.448000,2020-03-05 08:56:43.939000,1299254,false,2021-03-09 14:08:04.782000
12484386,Shortlist,2021-02-12 13:51:18.735000,2021-02-12 13:51:18.735000,1671974,false,2021-03-09 14:08:07.406000
9517937,Face to Face,2020-02-04 09:38:27.283000,2020-02-04 09:38:27.283000,1282719,false,2021-03-09 14:08:03.728000
9659464,Final Interview,2020-02-24 11:08:36.514000,2020-02-24 11:09:34.687000,1130146,false,2021-03-09 14:07:59.971000
13429795,Founder Meet & Greet,2021-04-23 13:55:00.146000,2021-04-23 13:55:00.146000,1799919,false,2021-04-23 18:27:46.004000
9630789,Technical Interview,2020-02-19 13:59:09.452000,2020-03-11 13:24:12.190000,1296925,false,2021-03-09 14:08:04.782000
10605240,Offer,2020-09-03 07:22:13.996000,2020-09-03 07:25:51.142000,1419928,false,2021-03-09 14:08:05.710000
12915089,Culture fit interview,2021-02-23 17:52:43.663000,2021-02-23 17:52:48.542000,1730731,false,2021-03-09 14:08:07.787000
13233418,Reference Check,2021-03-31 07:26:20.285000,2021-03-31 07:34:26.358000,1773303,false,2021-03-31 08:30:37.847000
9519784,Offer,2020-02-04 15:15:06.094000,2020-02-04 15:15:06.094000,1282977,false,2021-03-09 14:08:03.730000
9528443,Final Interview,2020-02-05 11:08:53.774000,2020-02-05 11:08:53.774000,1284156,false,2021-03-09 14:08:03.730000
9659650,StrengthFinders,2020-02-24 12:01:04.405000,2020-03-09 14:11:09.556000,1300713,false,2021-03-09 14:08:04.783000
9376215,Shortlist,2020-01-15 11:48:26.339000,2020-01-15 11:48:26.339000,1264219,false,2021-03-09 14:08:02.972000
12271418,Remote Assessment,2021-02-09 14:12:44.501000,2021-02-16 05:37:01.380000,1643942,false,2021-03-09 14:08:07.404000
9376214,Application Review,2020-01-15 11:48:26.317000,2020-01-15 11:48:26.317000,1264219,false,2021-03-09 14:08:02.972000
9517851,Case Study,2020-02-04 09:16:26.722000,2020-02-04 09:25:01.540000,1282707,false,2021-03-09 14:08:03.728000
9630793,Offer,2020-02-19 13:59:09.522000,2020-03-11 13:35:46.885000,1296925,false,2021-03-09 14:08:04.782000
11836061,Role play interivew,2021-01-30 09:12:35.594000,2021-02-04 13:44:01.648000,1583059,false,2021-03-09 14:08:07.404000
13527580,Preliminary Phone Screen,2021-05-05 10:10:13.434000,2021-05-05 10:10:21.901000,1773497,false,2021-05-05 12:28:56.678000
9713377,Shortlist,2020-03-03 11:05:14.261000,2020-03-03 11:05:14.261000,1308063,false,2021-03-09 14:08:05.707000
13134638,Offer,2021-03-19 11:53:54.796000,2021-03-19 11:53:54.796000,1760355,false,2021-03-19 12:31:24.791000
9536608,Application Review,2020-02-06 07:40:54.160000,2020-02-06 07:40:54.160000,1285296,false,2021-03-09 14:08:03.731000
11352369,Reference Check,2020-12-02 11:32:18.601000,2020-12-02 11:32:18.601000,1518935,false,2021-03-09 14:08:06.736000
9457017,Final Interview,2020-01-27 15:25:20.693000,2020-01-27 15:26:14.774000,1274680,false,2021-03-09 14:08:03.727000
13098322,Offer,2021-03-16 11:54:22.230000,2021-03-16 11:54:22.230000,1755387,false,2021-03-16 12:32:44.567000
12914789,Competency Based Interview,2021-02-23 17:36:48.491000,2021-04-12 10:27:03.738000,1730696,false,2021-04-12 12:29:08.741000
9517849,Preliminary Screening,2020-02-04 09:16:26.687000,2020-02-04 09:25:37.072000,1282707,false,2021-03-09 14:08:03.728000
9630791,Final Interview,2020-02-19 13:59:09.487000,2020-03-11 13:24:29.084000,1296925,false,2021-03-09 14:08:04.782000
9676851,Meet and Greet,2020-02-26 08:36:38.835000,2020-02-27 13:16:17.438000,1303055,false,2021-03-09 14:08:04.784000
10943969,Application Review,2020-10-22 12:16:42.509000,2020-10-22 12:16:42.509000,1462356,false,2021-03-09 14:08:05.710000
12271415,Shortlist,2021-02-09 14:12:44.456000,2021-02-09 14:12:44.456000,1643942,false,2021-03-09 14:08:07.404000
13513113,Final Interview,2021-05-04 11:22:45.570000,2021-05-04 11:22:45.570000,1810989,false,2021-05-04 12:28:15.288000
9630788,Preliminary Screening,2020-02-19 13:59:09.430000,2020-02-19 13:59:09.430000,1296925,false,2021-03-09 14:08:04.782000
11653715,Application Review,2021-01-16 10:42:14.872000,2021-01-16 10:42:14.872000,1557934,false,2021-03-09 14:08:06.739000
9676846,Shortlist,2020-02-26 08:36:38.648000,2020-02-26 08:36:38.648000,1303055,false,2021-03-09 14:08:04.784000
9676852,Reference Check,2020-02-26 08:36:38.861000,2020-02-27 13:17:20.570000,1303055,false,2021-03-09 14:08:04.784000
9518682,Case Study,2020-02-04 12:53:10.745000,2020-02-04 12:53:10.745000,1282825,false,2021-03-09 14:08:03.729000
12872538,Offer,2021-02-18 11:59:46.469000,2021-02-18 12:21:42.731000,1725067,false,2021-03-09 14:08:07.407000
13406905,Preliminary Phone Screen,2021-04-21 16:47:25.638000,2021-04-21 16:47:25.638000,1796906,false,2021-04-21 18:28:47.552000
9517935,Application Review,2020-02-04 09:38:27.238000,2020-02-04 09:38:27.238000,1282719,false,2021-03-09 14:08:03.728000
13638529,Competency Based Interview,2021-05-18 09:47:03.955000,2021-05-18 09:47:03.955000,1827117,false,2021-05-18 12:28:22.403000
9444244,Preliminary Screening,2020-01-24 09:38:02.973000,2020-01-24 09:38:02.973000,1272962,false,2021-03-09 14:08:02.975000
9557493,Preliminary Screening,2020-02-10 12:15:01.105000,2020-02-10 12:15:01.105000,1288183,false,2021-03-09 14:08:03.734000
11546383,Shortlist,2021-01-05 07:32:32.868000,2021-01-05 07:32:32.868000,1543419,false,2021-03-09 14:08:06.737000
13604211,Preliminary Phone Screen,2021-05-13 14:38:43.056000,2021-05-13 14:38:43.056000,1822856,false,2021-05-13 18:28:40.651000
13429715,Case Study,2021-04-23 13:49:52.981000,2021-04-23 13:54:42.866000,1799919,false,2021-04-23 18:27:46.003000
9376218,Remote Assessment,2020-01-15 11:48:26.379000,2020-01-15 11:48:26.379000,1264219,false,2021-03-09 14:08:02.972000
9444243,Application Review,2020-01-24 09:38:02.947000,2020-01-24 09:38:02.947000,1272962,false,2021-03-09 14:08:02.975000
11352366,Case Study,2020-12-02 11:32:18.554000,2020-12-02 11:32:18.554000,1518935,false,2021-03-09 14:08:06.736000
13234901,Application Review,2021-03-31 12:32:27.813000,2021-03-31 12:32:27.813000,1773497,false,2021-03-31 12:34:09.794000
13198604,Preliminary Screening,2021-03-26 16:30:51.444000,2021-03-26 16:30:51.444000,1768716,false,2021-03-26 18:31:37.520000
11155891,Technical Interview/Case Study,2020-11-24 15:08:30.069000,2021-04-07 10:10:53.151000,1490070,false,2021-04-07 12:28:42.115000
9517852,Final Interview,2020-02-04 09:16:26.735000,2020-02-04 09:25:01.560000,1282707,false,2021-03-09 14:08:03.728000
11155888,Application Review,2020-11-24 15:08:30.024000,2020-11-24 15:08:30.024000,1490070,false,2021-03-09 14:08:06.733000
13023766,Application Review,2021-03-08 13:59:58.305000,2021-03-08 13:59:58.305000,1744688,false,2021-03-09 14:08:07.790000
9686774,Screening Call,2020-02-27 13:16:12.536000,2020-02-27 13:16:17.467000,1303055,false,2021-03-09 14:08:04.784000
13513115,StrengthFinders,2021-05-04 11:22:45.604000,2021-05-04 11:22:45.604000,1810989,false,2021-05-04 12:28:15.288000
9805219,Reference Check,2020-03-17 08:54:24.325000,2020-03-17 08:54:24.325000,1320337,false,2021-03-09 14:08:05.709000
11351947,Preliminary Phone Screen,2020-12-02 11:08:15.383000,2020-12-02 11:08:15.383000,1518881,false,2021-03-09 14:08:06.735000
13734169,Application Review,2021-05-27 18:15:21.107000,2021-05-27 18:15:21.107000,1839260,false,2021-05-27 18:55:39.189000
12273320,StrengthFinders,2021-02-09 15:02:55.586000,2021-02-09 15:16:33.481000,1644205,false,2021-03-09 14:08:07.405000
9537066,Case Study,2020-02-06 09:27:29.143000,2020-02-06 09:27:29.143000,1285352,false,2021-03-09 14:08:03.733000
9788319,Preliminary Screening,2020-03-12 16:02:01.129000,2020-03-12 16:02:01.129000,1318079,false,2021-03-09 14:08:05.708000
12273321,Final Interview,2021-02-09 15:02:55.609000,2021-02-09 15:15:48.403000,1644205,false,2021-03-09 14:08:07.405000
9376033,Case Study,2020-01-15 10:51:00.267000,2020-01-20 09:52:03.612000,1264191,false,2021-03-09 14:08:02.972000
9593887,Application Review,2020-02-13 09:10:08.050000,2020-02-13 09:10:08.050000,1292092,false,2021-03-09 14:08:04.781000
9713382,Final Interview,2020-03-03 11:05:14.332000,2020-03-03 11:05:14.332000,1308063,false,2021-03-09 14:08:05.707000
11141082,Technical Interview/Case Study,2020-11-23 16:01:12.028000,2021-02-04 14:49:57.601000,1487978,false,2021-03-09 14:08:05.711000
12323333,Application Review,2021-02-10 09:12:23.801000,2021-02-10 09:12:23.801000,1650990,false,2021-03-09 14:08:07.405000
13233417,Final Interview,2021-03-31 07:26:20.250000,2021-03-31 07:34:26.356000,1773303,false,2021-03-31 08:30:37.847000
13631036,Technical Interview/Case Study,2021-05-17 18:10:12.189000,2021-05-17 18:13:24.116000,1826150,false,2021-05-17 18:29:34.456000
9376037,Offer,2020-01-15 10:51:00.408000,2020-01-20 09:53:20.794000,1264191,false,2021-03-09 14:08:02.972000
9518684,Reference Check,2020-02-04 12:53:10.782000,2020-02-04 12:53:10.782000,1282825,false,2021-03-09 14:08:03.729000
