interview_interview_id,interview_name,application_id,location,interview_status,interview_end,interview_start,interview_id,organizer_id,interviewer_id,job_stage_name,department_name,job_name,job_status,interview_created_at
7211314,Final Interview (Company Fit),167940717.0,https://us02web.zoom.us/j/84447980590?pwd=aHNTbWoyQ1Nja3JsVG50ZE9JbmV4dz09,complete,2020-08-28 13:00:00.000000,2020-08-28 12:00:00.000000,7211314.0,1298406.0,471194.0,,,,,2020-08-25 09:03:25.018000
7917662,Meet and Greet,,,,,,,,,,,,,
8560002,Follow-Up Closing Call,150851864.0,"Yoco - Shortmarket, Shortmarket Hub-6-Meeting Room C (8)",complete,2020-02-25 12:00:00.000000,2020-02-25 11:00:00.000000,8560002.0,1294352.0,441896.0,,,,,2020-02-20 08:56:40.335000
8693551,Former Manager,,,,,,,,,,,,,
8799151,Final Interview (Company Fit),,,,,,,,,,,,,
8959290,Competency based F2F Interview,,,,,,,,,,,,,
8999119,Meet and Greet,,,,,,,,,,,,,
9470442,Former Manager,,,,,,,,,,,,,
9565750,Shortlist,,,,,,,,,,,,,
9680157,Case Study,,,,,,,,,,,,,
9892841,Application Review,,,,,,,,,,,,,
10099992,Former Manager,,,,,,,,,,,,,
10178967,Former Manager,,,,,,,,,,,,,
10746631,Preliminary Screening Call,,,,,,,,,,,,,
10808342,Follow-Up Closing Call,,,,,,,,,,,,,
10855331,Final Interview (Company Fit),,,,,,,,,,,,,
10887173,Final Interview (Company Fit),,,,,,,,,,,,,
10887329,Preliminary Screening Call,,,,,,,,,,,,,
10982233,Follow-Up Closing Call,,,,,,,,,,,,,
11051306,Final (Company Fit) Interview,,,,,,,,,,,,,
11223602,Team Fit Interview,150185638.0,"Yoco - Shortmarket Street, Shortmarket Hub-7-AV Meeting Room (7)",complete,2020-02-26 13:45:00.000000,2020-02-26 13:00:00.000000,11223602.0,473239.0,484345.0,,,,,2020-02-13 14:38:21.444000
11223602,Team Fit Interview,150185638.0,"Yoco - Shortmarket Street, Shortmarket Hub-7-AV Meeting Room (7)",complete,2020-02-26 13:45:00.000000,2020-02-26 13:00:00.000000,11223602.0,473239.0,1017134.0,,,,,2020-02-13 14:38:21.444000
11223602,Team Fit Interview,147769463.0,"Yoco - Shortmarket Street, Shortmarket Hub-6-Meeting Room P (4)",complete,2020-01-27 13:45:00.000000,2020-01-27 13:00:00.000000,11223602.0,473239.0,1241025.0,,,,,2020-01-22 08:22:25.481000
11223602,Team Fit Interview,147769463.0,"Yoco - Shortmarket Street, Shortmarket Hub-6-Meeting Room P (4)",complete,2020-01-27 13:45:00.000000,2020-01-27 13:00:00.000000,11223602.0,473239.0,1192075.0,,,,,2020-01-22 08:22:25.481000
11467802,Culture Fit,,,,,,,,,,,,,
11517710,Former Manager,,,,,,,,,,,,,
11627360,Case Study,,,,,,,,,,,,,
11729889,Case Study and Team Fit,,,,,,,,,,,,,
11820078,Final (Company Fit) Interview,,,,,,,,,,,,,
11986010,Preliminary Screening,,,,,,,,,,,,,
12016556,Technical Phone Interview,,,,,,,,,,,,,
12197442,Final Interview (Company Fit),,,,,,,,,,,,,
12359194,Typeform Screening,,,,,,,,,,,,,
12705868,Shortlist,,,,,,,,,,,,,
12830279,Application Review,,,,,,,,,,,,,
12937326,The WHO interview,153925895.0,https://zoom.us/j/495147929,complete,2020-03-19 13:00:00.000000,2020-03-19 11:00:00.000000,12937326.0,1298406.0,464840.0,,,,,2020-03-16 10:49:52.453000
12937326,The WHO interview,153925895.0,https://zoom.us/j/495147929,complete,2020-03-19 13:00:00.000000,2020-03-19 11:00:00.000000,12937326.0,1298406.0,441896.0,,,,,2020-03-16 10:49:52.453000
13026338,Former Manager,,,,,,,,,,,,,
13083721,Case Study,,,,,,,,,,,,,
14744593,Technical Interview,150829518.0,"Yoco - Parkhurst, Parkhurst Hub-1-JHB Office Boardroom (10)",complete,2020-03-03 11:00:00.000000,2020-03-03 10:15:00.000000,14744593.0,473239.0,660455.0,,,,,2020-02-26 16:30:01.813000
14744593,Technical Interview,150829518.0,"Yoco - Parkhurst, Parkhurst Hub-1-JHB Office Boardroom (10)",complete,2020-03-03 11:00:00.000000,2020-03-03 10:15:00.000000,14744593.0,473239.0,1134226.0,,,,,2020-02-26 16:30:01.813000
14744593,Technical Interview,142821143.0,"Yoco - Parkhurst, Parkhurst Hub-1-JHB Office Boardroom (10)",complete,2020-03-03 14:45:00.000000,2020-03-03 14:00:00.000000,14744593.0,473239.0,660455.0,,,,,2020-02-26 16:29:54.633000
14744593,Technical Interview,142821143.0,"Yoco - Parkhurst, Parkhurst Hub-1-JHB Office Boardroom (10)",complete,2020-03-03 14:45:00.000000,2020-03-03 14:00:00.000000,14744593.0,473239.0,1134226.0,,,,,2020-02-26 16:29:54.633000
14744593,Technical Interview,142646782.0,"Yoco - Parkhurst, Parkhurst Hub-1-JHB Office Boardroom (10)",complete,2020-03-04 13:00:00.000000,2020-03-04 12:15:00.000000,14744593.0,473239.0,660455.0,,,,,2020-02-26 16:29:46.946000
14744593,Technical Interview,142646782.0,"Yoco - Parkhurst, Parkhurst Hub-1-JHB Office Boardroom (10)",complete,2020-03-04 13:00:00.000000,2020-03-04 12:15:00.000000,14744593.0,473239.0,1134226.0,,,,,2020-02-26 16:29:46.946000
14744593,Technical Interview,142765380.0,"Yoco - Parkhurst, Parkhurst Hub-1-JHB Office Boardroom (10)",complete,2020-03-04 07:45:00.000000,2020-03-04 07:00:00.000000,14744593.0,473239.0,660455.0,,,,,2020-02-27 16:52:12.376000
14744593,Technical Interview,142765380.0,"Yoco - Parkhurst, Parkhurst Hub-1-JHB Office Boardroom (10)",complete,2020-03-04 07:45:00.000000,2020-03-04 07:00:00.000000,14744593.0,473239.0,1134226.0,,,,,2020-02-27 16:52:12.376000
13231904,Role & Team Fit Interview,,,,,,,,,,,,,
13443696,Former Manager,,,,,,,,,,,,,
13553023,Shortlist,163052672.0,,complete,2020-07-02 10:00:00.000000,2020-07-02 09:30:00.000000,13553023.0,1298406.0,524691.0,,,,,2020-07-01 11:25:33.354000
13553023,Shortlist,163047877.0,,complete,2020-07-02 06:30:00.000000,2020-07-02 06:00:00.000000,13553023.0,1298406.0,524691.0,,,,,2020-07-01 09:33:19.324000
13553023,Shortlist,163047790.0,,complete,2020-07-01 06:30:00.000000,2020-07-01 06:00:00.000000,13553023.0,1298406.0,524691.0,,,,,2020-07-01 11:28:41.034000
13553023,Shortlist,163048021.0,,complete,2020-07-03 11:00:00.000000,2020-07-03 10:30:00.000000,13553023.0,1298406.0,524691.0,,,,,2020-07-01 09:35:46.458000
13636044,Case Study,,,,,,,,,,,,,
13763243,StrengthsFinders,,,,,,,,,,,,,
13848375,Case Study,144858650.0,,complete,2020-01-23 14:30:00.000000,2020-01-23 13:00:00.000000,13848375.0,1061223.0,1061223.0,,,,,2020-01-06 09:55:53.068000
13848375,Case Study,152347282.0,"Yoco - Parkhurst, Parkhurst Hub-1-JHB Office Boardroom (10)",complete,2020-03-17 09:00:00.000000,2020-03-17 07:30:00.000000,13848375.0,1298406.0,1061223.0,,,,,2020-02-26 11:06:17.986000
13937914,Application Review,,,,,,,,,,,,,
13954046,Shortlist,,,,,,,,,,,,,
14047943,Shortlist,,,,,,,,,,,,,
14069590,Typeform Screening,,,,,,,,,,,,,
14140001,Case Study,,,,,,,,,,,,,
14375868,Meet & Greet,148020603.0,Yoco - Shortmarket Street,complete,2020-02-05 09:00:00.000000,2020-02-05 08:15:00.000000,14375868.0,473239.0,1267286.0,Final Interview,Marketing & Sales | Sales | Revenue,Retail Account Manager,closed,2020-01-31 12:24:30.914000
14375868,Meet & Greet,148020603.0,"Yoco - Shortmarket Street, Shortmarket Hub-6-Meeting Room P (4)",complete,2020-02-05 08:00:00.000000,2020-02-05 07:30:00.000000,14375868.0,473239.0,1057501.0,Final Interview,Marketing & Sales | Sales | Revenue,Retail Account Manager,closed,2020-02-03 09:53:00.796000
14375868,Meet & Greet,148020603.0,Yoco - Durban Hacienda Building,complete,2020-01-30 09:45:00.000000,2020-01-30 09:00:00.000000,14375868.0,473239.0,552623.0,Final Interview,Marketing & Sales | Sales | Revenue,Retail Account Manager,closed,2020-01-29 11:56:46.400000
14424495,Technical Interview,147768715.0,"Yoco - Shortmarket Street, Shortmarket Hub-7-AV Meeting Room (7)",complete,2020-02-05 08:00:00.000000,2020-02-05 07:00:00.000000,14424495.0,1294352.0,689111.0,Technical Interview,Product,Business Analyst (Regional Expansion),closed,2020-01-31 04:39:28.100000
14424495,Technical Interview,147768715.0,"Yoco - Shortmarket Street, Shortmarket Hub-7-AV Meeting Room (7)",complete,2020-02-05 08:00:00.000000,2020-02-05 07:00:00.000000,14424495.0,1294352.0,524691.0,Technical Interview,Product,Business Analyst (Regional Expansion),closed,2020-01-31 04:39:28.100000
14424495,Technical Interview,149413317.0,"Yoco - Shortmarket, Shortmarket Hub-6-Meeting Room C (8)",complete,2020-02-07 08:00:00.000000,2020-02-07 07:00:00.000000,14424495.0,1294352.0,524691.0,Technical Interview,Product,Business Analyst (Regional Expansion),closed,2020-02-03 05:08:30.376000
14424495,Technical Interview,149413317.0,"Yoco - Shortmarket, Shortmarket Hub-6-Meeting Room C (8)",complete,2020-02-07 08:00:00.000000,2020-02-07 07:00:00.000000,14424495.0,1294352.0,689111.0,Technical Interview,Product,Business Analyst (Regional Expansion),closed,2020-02-03 05:08:30.376000
14430396,Former Manager,,,,,,,,,Reference Check,Marketing & Sales | Sales | Revenue,Sales Operations Lead,closed,
14504590,Former Manager,,,,,,,,,Reference Check,Brand Marketing ,Paid Media Manager,closed,
14602085,Application Review,,,,,,,,,Application Review,Technology & Engineering,Senior Front-End Software Engineer,closed,
14604654,Typeform Screening,,,,,,,,,Preliminary Screening,Marketing & Sales | Sales | Revenue,Inbound Sales Lead,closed,
14618600,Screening Call,151293325.0,,complete,2020-03-02 11:15:00.000000,2020-03-02 11:00:00.000000,14618600.0,1258511.0,1267286.0,Preliminary Screening,Marketing & Sales | Sales | Revenue,Outbound Sales Representative,closed,2020-02-18 13:45:44.944000
14618600,Screening Call,151293325.0,,complete,2020-03-02 11:15:00.000000,2020-03-02 11:00:00.000000,14618600.0,1258511.0,1258511.0,Preliminary Screening,Marketing & Sales | Sales | Revenue,Outbound Sales Representative,closed,2020-02-18 13:45:44.944000
14618600,Screening Call,151023331.0,,complete,2020-02-19 08:00:00.000000,2020-02-19 07:30:00.000000,14618600.0,1258511.0,1267286.0,Preliminary Screening,Marketing & Sales | Sales | Revenue,Outbound Sales Representative,closed,2020-02-14 12:20:07.472000
14618600,Screening Call,151023331.0,,complete,2020-02-19 08:00:00.000000,2020-02-19 07:30:00.000000,14618600.0,1258511.0,1258511.0,Preliminary Screening,Marketing & Sales | Sales | Revenue,Outbound Sales Representative,closed,2020-02-14 12:20:07.472000
14618600,Screening Call,150052611.0,"Building 210, Pegasus, Amarand Ave, Pretoria, 0181",complete,2020-02-11 07:30:00.000000,2020-02-11 07:00:00.000000,14618600.0,1258511.0,1258511.0,Preliminary Screening,Marketing & Sales | Sales | Revenue,Outbound Sales Representative,closed,2020-02-06 06:43:56.363000
14618600,Screening Call,150052611.0,"Building 210, Pegasus, Amarand Ave, Pretoria, 0181",complete,2020-02-11 07:30:00.000000,2020-02-11 07:00:00.000000,14618600.0,1258511.0,1267286.0,Preliminary Screening,Marketing & Sales | Sales | Revenue,Outbound Sales Representative,closed,2020-02-06 06:43:56.363000
14630786,Team Fit Interview,,,,,,,,,Final Interview,Technology & Engineering,Senior Back-End Engineer,closed,
14631380,Follow-Up Closing Call,,,,,,,,,Final Interview,Technology & Engineering,Lead Mobile Engineer,closed,
14662866,Gallup StrengthsFinders,,,,,,,,,Remote Assessment,"Design | Product Strategy, Design & Insights",Creative Team,closed,
14710839,Application Review,,,,,,,,,Application Review,Brand Marketing ,Online Community Coordinator,closed,
14724935,TypeForm Screening,,,,,,,,,Preliminary Screening,Technology & Engineering,Senior Back-End Engineer,closed,
14812098,Meet&Greet,,,,,,,,,Final Interview,Marketing & Sales | Sales | Revenue,Inbound Sales Consultant (Capital),closed,
14847150,Final (Company Fit) Interview,,,,,,,,,Final Interview,Brand Marketing ,Art Director/Senior Designer,closed,
14856507,Meet & Greet,,,,,,,,,Meet and Greet,Business Strategy | Expansion | Strategic Business Development,Expansion Market Launcher ,closed,
14914591,Application Review,,,,,,,,,Application Review,Customer Operations,Training Manager ,open,
15016989,Culture & Team Fit,,,,,,,,,Final Interview,"Design | Product Strategy, Design & Insights",Senior Product UI Designer,closed,
15042612,Application Review,,,,,,,,,Application Review,Marketing & Sales | Sales | Revenue,Outbound Sales Representative,closed,
15057341,Gallup StrengthsFinders,,,,,,,,,Remote Assessment,"Design | Product Strategy, Design & Insights",Designer (Brand),closed,
16927939,Culture & Values Alignment Interview,186863139.0,,complete,2021-02-24 12:00:00.000000,2021-02-24 11:00:00.000000,16927939.0,1298406.0,1528859.0,Final Interview,Analytics,Product Analytics Lead,open,2021-02-16 13:23:57.802000
16927939,Culture & Values Alignment Interview,186863139.0,,complete,2021-02-24 12:00:00.000000,2021-02-24 11:00:00.000000,16927939.0,1298406.0,592582.0,Final Interview,Analytics,Product Analytics Lead,open,2021-02-16 13:23:57.802000
16927939,Culture & Values Alignment Interview,180904109.0,,complete,2021-03-02 09:45:00.000000,2021-03-02 09:00:00.000000,16927939.0,1298406.0,592582.0,Final Interview,Analytics,Product Analytics Lead,open,2021-02-11 10:21:58.237000
16927939,Culture & Values Alignment Interview,180904109.0,,complete,2021-03-02 09:45:00.000000,2021-03-02 09:00:00.000000,16927939.0,1298406.0,1298406.0,Final Interview,Analytics,Product Analytics Lead,open,2021-02-11 10:21:58.237000
17662730,Face to Face Interview,185787319.0,,complete,2021-02-01 10:00:00.000000,2021-02-01 09:00:00.000000,17662730.0,648036.0,648036.0,Face to Face,People & Culture ,Talent Acquisition Lead,closed,2021-01-28 13:21:26.218000
17662730,Face to Face Interview,185794295.0,,complete,2021-02-02 10:30:00.000000,2021-02-02 09:30:00.000000,17662730.0,648036.0,648036.0,Face to Face,People & Culture ,Talent Acquisition Lead,closed,2021-02-01 10:58:46.203000
17662730,Face to Face Interview,185645697.0,,complete,2021-01-29 16:00:00.000000,2021-01-29 15:00:00.000000,17662730.0,648036.0,648036.0,Face to Face,People & Culture ,Talent Acquisition Lead,closed,2021-01-25 19:07:21.801000
17973851,StrengthsFinders,,,,,,,,,StrengthFinders,Business Strategy | Expansion | Strategic Business Development,2021 Expansion Associate,closed,
18093186,Case Study Presentation & Technical,185792301.0,,complete,2021-02-10 15:00:00.000000,2021-02-10 14:15:00.000000,18093186.0,637602.0,637602.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-01-28 14:49:44.792000
18093186,Case Study Presentation & Technical,185792301.0,,complete,2021-02-10 15:00:00.000000,2021-02-10 14:15:00.000000,18093186.0,637602.0,484333.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-01-28 14:49:44.792000
18093186,Case Study Presentation & Technical,185792301.0,,complete,2021-02-10 15:00:00.000000,2021-02-10 14:15:00.000000,18093186.0,637602.0,592580.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-01-28 14:49:44.792000
18093186,Case Study Presentation & Technical,185792301.0,,complete,2021-02-10 15:00:00.000000,2021-02-10 14:15:00.000000,18093186.0,637602.0,1298520.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-01-28 14:49:44.792000
18093186,Case Study Presentation & Technical,184508354.0,,complete,2021-02-10 12:45:00.000000,2021-02-10 12:00:00.000000,18093186.0,637602.0,484333.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-01-21 10:12:27.182000
18093186,Case Study Presentation & Technical,184508354.0,,complete,2021-02-10 12:45:00.000000,2021-02-10 12:00:00.000000,18093186.0,637602.0,637602.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-01-21 10:12:27.182000
18093186,Case Study Presentation & Technical,184508354.0,,complete,2021-02-10 12:45:00.000000,2021-02-10 12:00:00.000000,18093186.0,637602.0,592580.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-01-21 10:12:27.182000
18093186,Case Study Presentation & Technical,184508354.0,,complete,2021-02-10 12:45:00.000000,2021-02-10 12:00:00.000000,18093186.0,637602.0,1298520.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-01-21 10:12:27.182000
18093186,Case Study Presentation & Technical,184528667.0,,complete,2021-02-11 08:45:00.000000,2021-02-11 08:00:00.000000,18093186.0,637602.0,484333.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-01-27 15:26:42.608000
18093186,Case Study Presentation & Technical,184528667.0,,complete,2021-02-11 08:45:00.000000,2021-02-11 08:00:00.000000,18093186.0,637602.0,637602.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-01-27 15:26:42.608000
18093186,Case Study Presentation & Technical,184528667.0,,complete,2021-02-11 08:45:00.000000,2021-02-11 08:00:00.000000,18093186.0,637602.0,592580.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-01-27 15:26:42.608000
18093186,Case Study Presentation & Technical,184528667.0,,complete,2021-02-11 08:45:00.000000,2021-02-11 08:00:00.000000,18093186.0,637602.0,1298520.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-01-27 15:26:42.608000
18093186,Case Study Presentation & Technical,186404876.0,,complete,2021-02-12 12:45:00.000000,2021-02-12 12:00:00.000000,18093186.0,637602.0,1298520.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-02-03 14:35:28.419000
18093186,Case Study Presentation & Technical,186404876.0,,complete,2021-02-12 12:45:00.000000,2021-02-12 12:00:00.000000,18093186.0,637602.0,592580.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-02-03 14:35:28.419000
18093186,Case Study Presentation & Technical,186404876.0,,complete,2021-02-12 12:45:00.000000,2021-02-12 12:00:00.000000,18093186.0,637602.0,484333.0,Face to Face,Brand Marketing ,Design Lead: Marketing & Communications,closed,2021-02-03 14:35:28.419000
18156562,Culture fit Interview,,,,,,,,,Final Interview,Technology & Engineering,Engineering Manager,open,
18208834,Typeform Screening,,,,,,,,,typeform,Technology & Engineering,Senior Backend Engineer - Merchant Account,open,
18584074,Team Lead interview,,,,,,,,,Team Lead interview,Customer Operations,Customer Support Consultant 2021,closed,
19246597,Case Study,189606071.0,,complete,2021-03-01 12:00:00.000000,2021-03-01 11:00:00.000000,19246597.0,1504434.0,1314111.0,Competency Based Interview,Product & Engineering | Engineering | Product Strategy & Design,Business Development Manager,closed,2021-02-25 12:57:20.639000
19246597,Case Study,189606071.0,,complete,2021-03-01 12:00:00.000000,2021-03-01 11:00:00.000000,19246597.0,1504434.0,1504434.0,Competency Based Interview,Product & Engineering | Engineering | Product Strategy & Design,Business Development Manager,closed,2021-02-25 12:57:20.639000
19246597,Case Study,189606071.0,,complete,2021-03-01 12:00:00.000000,2021-03-01 11:00:00.000000,19246597.0,1504434.0,1173233.0,Competency Based Interview,Product & Engineering | Engineering | Product Strategy & Design,Business Development Manager,closed,2021-02-25 12:57:20.639000
19246597,Case Study,188411858.0,,complete,2021-02-22 10:00:00.000000,2021-02-22 09:00:00.000000,19246597.0,1504434.0,452763.0,Competency Based Interview,Product & Engineering | Engineering | Product Strategy & Design,Business Development Manager,closed,2021-02-17 13:32:22.423000
19246597,Case Study,188411858.0,,complete,2021-02-22 10:00:00.000000,2021-02-22 09:00:00.000000,19246597.0,1504434.0,1504434.0,Competency Based Interview,Product & Engineering | Engineering | Product Strategy & Design,Business Development Manager,closed,2021-02-17 13:32:22.423000
19246597,Case Study,188411858.0,,complete,2021-02-22 10:00:00.000000,2021-02-22 09:00:00.000000,19246597.0,1504434.0,1314111.0,Competency Based Interview,Product & Engineering | Engineering | Product Strategy & Design,Business Development Manager,closed,2021-02-17 13:32:22.423000
19618101,Meet & Greet,,,,,,,,,Final Interview,Product,"Senior Product Designer, UX or UI",open,
20320261,Case Study (take home),,,,,,,,,Case Study,Marketing & Sales | Sales | Revenue,Retail Marketing Specialist,closed,
20391894,Meet and Greet,190077015.0,,complete,2021-03-10 10:30:00.000000,2021-03-10 10:00:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-02 14:42:09.237000
20391894,Meet and Greet,191072712.0,,complete,2021-03-12 14:30:00.000000,2021-03-12 14:00:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-09 07:47:42.541000
20391894,Meet and Greet,190687439.0,,complete,2021-03-10 09:30:00.000000,2021-03-10 09:00:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-05 12:24:54.904000
20391894,Meet and Greet,191331192.0,,complete,2021-03-17 15:00:00.000000,2021-03-17 14:30:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-12 09:00:34.675000
20391894,Meet and Greet,190778633.0,,complete,2021-03-10 08:30:00.000000,2021-03-10 08:00:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-05 12:40:08.926000
20391894,Meet and Greet,191330891.0,,complete,2021-03-17 10:30:00.000000,2021-03-17 10:00:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-12 08:58:00.656000
20391894,Meet and Greet,190464176.0,,complete,2021-03-10 11:30:00.000000,2021-03-10 11:00:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-04 12:11:13.582000
20391894,Meet and Greet,191404526.0,,complete,2021-03-17 09:30:00.000000,2021-03-17 09:00:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-12 09:17:18.526000
20391894,Meet and Greet,191620353.0,,complete,2021-03-18 13:00:00.000000,2021-03-18 12:30:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-16 07:47:25.372000
20391894,Meet and Greet,190631755.0,,complete,2021-03-08 10:30:00.000000,2021-03-08 10:00:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-04 12:34:26.655000
20391894,Meet and Greet,192251409.0,,complete,2021-03-26 07:30:00.000000,2021-03-26 07:00:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-23 10:03:48.702000
20391894,Meet and Greet,191928149.0,,complete,2021-03-18 07:00:00.000000,2021-03-18 06:30:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-16 07:56:01.117000
20391894,Meet and Greet,191231959.0,,complete,2021-03-17 11:00:00.000000,2021-03-17 10:30:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-12 09:41:40.100000
20391894,Meet and Greet,192063254.0,,complete,2021-03-29 10:30:00.000000,2021-03-29 10:00:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-16 08:19:05.308000
20391894,Meet and Greet,191349070.0,,scheduled,2021-03-17 13:00:00.000000,2021-03-17 12:30:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-12 09:07:11.900000
20391894,Meet and Greet,190154850.0,,complete,2021-03-10 12:30:00.000000,2021-03-10 12:00:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-02 14:31:43.652000
20391894,Meet and Greet,190323806.0,,complete,2021-03-08 14:00:00.000000,2021-03-08 13:30:00.000000,20391894.0,733990.0,733990.0,Meet and Greet,Product,User Researcher quantitative & qualitative,open,2021-03-02 14:36:39.501000
20427561,Follow-Up Closing Call,,,,,,,,,Final Interview,Technology & Engineering,Backend Software Engineer - First Mile Team,open,
20566775,Former Manager,193056268.0,https://us02web.zoom.us/j/81795842352?pwd=ZDRuVDlqWFlqekN4U2Q3aXhGd0gydz09,scheduled,2021-04-28 15:00:00.000000,2021-04-28 14:30:00.000000,20566775.0,1548499.0,1134197.0,Reference Check,Analytics,Finance Data Analyst,closed,2021-04-28 07:33:42.424000
20902122,Case Study Interview,195551793.0,,complete,2021-05-06 09:00:00.000000,2021-05-06 08:00:00.000000,20902122.0,1298406.0,1192075.0,Competency Based Interview,Product,Product Marketing Manager ,open,2021-05-05 14:29:46.858000
20902122,Case Study Interview,195551793.0,,complete,2021-05-06 09:00:00.000000,2021-05-06 08:00:00.000000,20902122.0,1298406.0,1570088.0,Competency Based Interview,Product,Product Marketing Manager ,open,2021-05-05 14:29:46.858000
20902122,Case Study Interview,195551793.0,,complete,2021-05-06 09:00:00.000000,2021-05-06 08:00:00.000000,20902122.0,1298406.0,1561653.0,Competency Based Interview,Product,Product Marketing Manager ,open,2021-05-05 14:29:46.858000
20902122,Case Study Interview,196515112.0,,complete,2021-05-05 10:30:00.000000,2021-05-05 09:30:00.000000,20902122.0,1298406.0,1192075.0,Competency Based Interview,Product,Product Marketing Manager ,open,2021-05-05 08:27:27.300000
20902122,Case Study Interview,196515112.0,,complete,2021-05-05 10:30:00.000000,2021-05-05 09:30:00.000000,20902122.0,1298406.0,1570088.0,Competency Based Interview,Product,Product Marketing Manager ,open,2021-05-05 08:27:27.300000
